pk_blobs_00.id0,blobs_00.frame_id0,blobs_00.x0,blobs_00.y0,blobs_00.w0,blobs_00.h0,blobs_00.u0
5183,2074,9,1084,317,58,165
5184,2074,10,1254,335,47,177
5185,2075,13,1291,427,83,212
5186,2075,9,1082,320,60,162
5187,2075,10,1249,332,48,184
5188,2076,13,1283,421,79,222
5189,2076,9,1077,319,51,160
5190,2076,10,1242,339,44,168
5191,2077,13,1281,423,81,219
5192,2077,9,1077,311,50,176
5193,2077,10,1242,334,39,176
5194,2078,13,1280,422,81,224
5195,2078,9,1074,309,49,179
5196,2078,10,1230,343,42,161
5197,2079,13,1279,425,79,220
5198,2079,9,1073,308,46,182
5199,2079,10,1229,345,40,155
5200,2080,13,1280,438,78,213
5201,2080,9,1062,306,47,184
5202,2081,13,1279,434,80,225
5203,2081,9,1059,307,47,182
5204,2082,13,1276,434,83,226
5205,2082,9,1059,312,44,156
5206,2083,13,1277,437,81,221
5207,2083,9,1055,313,41,150
5208,2084,10,1185,329,80,161
5209,2084,13,1277,439,82,220
5210,2084,9,1053,316,42,143
5211,2085,10,1183,328,78,166
5212,2085,13,1276,442,84,222
5213,2085,9,1051,318,44,162
5214,2086,13,1276,442,84,227
5215,2086,10,1202,341,50,160
5216,2087,13,1278,443,82,231
5217,2087,9,1041,308,43,160
5218,2087,10,1200,345,46,153
5219,2088,13,1279,445,82,230
5220,2088,10,1192,360,43,130
5221,2089,13,1280,447,80,233
5222,2089,10,1186,346,47,148
5223,2090,13,1278,452,81,230
5224,2090,10,1180,346,50,144
5225,2091,13,1276,457,81,221
5226,2091,10,1173,329,50,165
5227,2092,13,1273,456,85,221
5228,2092,14,1,284,44,161
5229,2092,10,1168,325,52,172
5230,2093,13,1276,460,80,218
5231,2093,10,1165,323,50,175
5232,2094,13,1275,460,80,219
5233,2094,14,1,291,52,149
5234,2094,10,1158,328,55,164
5235,2095,14,1,274,74,177
5236,2095,10,1148,326,75,162
5237,2095,13,1274,461,80,224
5238,2096,14,1,278,80,169
5239,2096,10,1134,325,82,166
5240,2096,13,1271,463,82,223
5241,2097,14,3,277,80,171
5242,2097,10,1132,326,84,164
5243,2097,13,1270,464,82,223
5244,2098,10,1128,321,83,169
5245,2098,13,1269,464,83,226
5246,2099,10,1128,322,81,167
5247,2099,13,1270,464,81,226
5248,2100,13,1269,470,79,227
5249,2100,10,1138,315,51,186
5250,2101,13,1270,472,74,225
5251,2101,10,1137,313,48,187
5252,2102,13,1269,469,74,231
5253,2102,10,1135,315,46,184
5254,2103,13,1267,467,73,235
5255,2104,13,1262,469,73,234
5256,2105,13,1262,470,72,233
5257,2106,13,1258,471,73,231
5258,2107,13,1254,473,77,232
5259,2108,13,1252,476,76,227
5260,2109,13,1250,479,77,229
5261,2110,13,1249,481,77,234
5262,2111,13,1248,483,79,237
5263,2112,13,1247,485,78,236
5264,2113,13,1245,487,78,236
5265,2114,13,1243,486,79,239
5266,2115,13,1242,487,81,251
5267,2116,13,1242,488,80,253
5268,2117,13,1243,491,80,249
5269,2118,13,1244,494,77,244
5270,2119,13,1244,495,72,244
5271,2120,13,1240,497,72,241
5272,2121,13,1239,497,72,241
5273,2122,13,1237,498,76,241
5274,2123,13,1231,499,82,253
5275,2124,13,1227,493,81,267
5276,2125,13,1226,498,79,266
5277,2126,13,1224,504,79,256
5278,2127,13,1223,504,80,255
5279,2128,13,1221,510,80,251
5280,2129,13,1221,509,78,255
5281,2130,13,1218,514,80,256
5282,2131,13,1212,517,77,259
5283,2132,13,1213,519,74,256
5284,2133,13,1210,524,76,250
5285,2134,13,1207,524,78,256
5286,2135,13,1205,526,80,253
5287,2136,13,1200,529,84,251
5288,2137,13,1193,533,91,250
5289,2138,13,1188,533,96,251
5290,2139,13,1184,530,93,276
5291,2140,13,1184,532,92,271
5292,2141,13,1180,533,93,273
5293,2142,13,1177,535,94,272
5294,2143,13,1176,534,95,275
5295,2144,13,1174,536,91,277
5296,2145,13,1172,543,90,274
5297,2146,13,1171,544,90,273
5298,2147,13,1169,547,88,273
5299,2148,13,1167,551,89,270
5300,2149,13,1164,554,86,264
5301,2150,13,1161,561,91,257
5302,2151,13,1158,564,93,255
5303,2152,13,1157,566,93,258
5304,2153,13,1154,567,93,261
5305,2154,13,1152,567,92,269
5306,2155,13,1148,564,91,276
5307,2156,13,1141,560,95,295
5308,2157,13,1141,558,91,301
5309,2158,13,1141,559,90,299
5310,2159,13,1137,564,95,294
5311,2160,13,1136,566,95,296
5312,2161,13,1138,576,92,284
5313,2162,13,1133,580,88,284
5314,2163,13,1125,587,97,279
5315,2164,13,1124,592,99,277
5316,2165,13,1122,593,99,288
5317,2166,13,1120,594,99,289
5318,2167,13,1116,596,100,287
5319,2168,13,1112,593,101,314
5320,2169,13,1103,592,107,318
5321,2170,13,1099,597,109,310
5322,2171,13,1093,602,114,302
5323,2172,13,1089,602,117,305
5324,2173,9,727,276,90,163
5325,2173,13,1089,604,115,311
5326,2174,13,1091,608,109,316
5327,2175,13,1091,613,108,320
5328,2176,13,1091,612,106,324
5329,2177,13,1087,617,105,323
5330,2178,13,1082,620,103,323
5331,2179,13,1084,616,102,333
5332,2180,13,1084,612,102,341
5333,2181,13,1070,620,111,326
5334,2182,13,1063,625,114,318
5335,2183,13,1061,620,101,343
5336,2184,13,1059,618,103,349
5337,2185,13,1037,636,125,315
5338,2186,13,1034,645,125,302
5339,2187,13,1033,648,124,302
5340,2188,13,1031,652,122,303
5341,2189,13,1023,654,121,306
5342,2190,13,1023,651,114,316
5343,2191,13,1024,653,105,317
5344,2192,13,1018,652,98,317
5345,2193,13,1000,656,102,316
5346,2193,9,667,302,50,129
5347,2194,13,994,662,97,319
5348,2194,9,667,300,50,137
5349,2194,10,756,336,49,141
5350,2195,13,995,657,90,323
5351,2195,9,665,298,49,140
5352,2196,13,980,654,97,326
5353,2196,9,666,297,45,143
5354,2197,13,973,652,99,339
5355,2197,9,661,293,50,151
5356,2197,10,740,334,52,148
5357,2198,13,960,668,101,310
5358,2198,9,657,293,49,152
5359,2198,10,737,333,54,152
5360,2199,13,950,669,105,305
5361,2199,9,656,293,50,146
5362,2200,9,653,290,49,147
5363,2201,13,922,689,124,295
5364,2201,9,646,293,53,139
5365,2202,13,898,664,158,309
5366,2206,9,619,288,56,157
5367,2207,9,617,285,57,160
5368,2208,9,617,278,57,174
5369,2209,9,618,285,52,162
5370,2210,9,618,289,53,157
5371,2210,10,697,333,46,177
5372,2211,9,618,289,54,153
5373,2211,10,696,333,44,176
5374,2212,9,615,292,53,148
5375,2212,10,691,331,46,180
5376,2215,10,683,331,49,182
5377,2216,10,668,338,72,164
5378,2217,10,666,337,73,165
5379,2218,10,668,335,70,172
5380,2222,9,582,290,60,150
5381,2228,10,635,345,45,172
5382,2230,13,668,678,112,317
5383,2231,13,653,684,125,306
5384,2232,13,633,681,164,309
5385,2233,13,627,681,169,309
5386,2234,13,620,678,180,315
5387,2235,13,607,676,190,319
5388,2236,13,603,675,179,321
5389,2237,-1,614,656,74,367
5390,2238,13,610,664,70,351
5391,2239,13,606,669,71,345
5392,2240,13,592,663,75,357
5393,2241,13,577,667,65,362
5394,2242,13,570,665,61,364
5395,2243,13,558,661,72,370
5396,2244,13,527,686,112,314
5397,2245,13,508,698,128,292
5398,2246,13,477,690,180,306
5399,2247,13,468,691,189,305
5400,2248,-1,612,275,67,253
5401,2248,13,456,692,200,302
5402,2249,-1,612,274,69,252
5403,2249,13,458,690,198,304
5404,2250,-1,613,275,70,244
5405,2250,13,457,690,187,305
5406,2251,14,610,288,68,224
5407,2251,13,458,689,172,312
5408,2253,13,462,672,68,341
5409,2253,10,619,348,52,161
5410,2254,13,448,677,84,334
5411,2254,10,617,348,53,159
5412,2255,13,438,678,81,336
5413,2255,10,618,343,54,165
5414,2256,13,427,669,72,345
5415,2256,10,617,336,55,177
5416,2257,13,409,675,82,345
5417,2257,14,658,340,41,88
5418,2257,10,617,338,56,173
5419,2258,13,387,677,101,356
5420,2258,14,656,288,51,142
5421,2258,10,618,326,54,191
5422,2259,13,378,683,113,340
5423,2259,14,658,283,58,150
5424,2259,10,616,327,52,188
5425,2260,13,348,694,162,316
5426,2260,14,658,286,62,141
5427,2260,10,616,325,54,191
5428,2261,14,641,284,91,144
5429,2261,13,336,695,173,319
5430,2261,10,616,333,51,176
5431,2262,14,640,281,92,143
5432,2262,13,332,694,176,327
5433,2262,10,614,332,54,175
5434,2263,14,640,280,95,144
5435,2263,13,322,690,183,332
5436,2263,10,612,331,57,176
5437,2264,14,648,278,88,150
5438,2264,13,314,694,184,323
5439,2264,10,611,333,56,169
5440,2265,13,307,705,189,311
5441,2265,10,608,340,59,156
5442,2266,13,308,703,181,319
5443,2266,10,606,338,60,159
5444,2267,13,306,689,91,340
5445,2267,10,602,333,63,158
5446,2268,13,298,690,91,346
5447,2268,14,689,342,48,89
5448,2268,10,602,331,62,161
5449,2269,13,297,688,89,353
5450,2269,14,689,339,53,93
5451,2269,10,602,330,60,164
5452,2270,13,280,685,85,360
5453,2270,14,694,284,50,156
5454,2270,10,602,329,58,164
5455,2271,13,265,685,88,359
5456,2271,14,692,267,54,181
5457,2271,10,602,334,55,151
5458,2272,13,253,687,96,353
5459,2272,14,699,279,48,159
5460,2272,10,603,332,53,153
5461,2273,13,232,704,112,313
5462,2273,14,704,271,43,179
5463,2273,10,606,323,48,173
5464,2274,13,220,710,122,300
5465,2274,14,705,263,44,198
5466,2274,10,605,320,48,177
5467,2275,13,192,698,168,322
5468,2275,14,706,274,43,175
5469,2275,10,605,321,47,174
5470,2276,13,178,701,185,321
5471,2276,14,709,272,42,177
5472,2276,10,607,320,46,173
5473,2277,13,171,702,189,323
5474,2277,14,709,279,44,167
5475,2277,10,605,328,50,151
5476,2278,13,169,701,182,323
5477,2278,14,711,277,42,170
5478,2278,10,605,323,50,160
5479,2279,13,161,700,185,325
5480,2279,14,712,281,42,160
5481,2279,10,605,324,51,155
5482,2280,13,153,706,181,317
5483,2280,14,716,281,37,158
5484,2280,10,606,326,51,150
5485,2281,13,151,706,165,322
5486,2281,14,720,291,47,144
5487,2281,10,605,322,51,162
5488,2282,13,154,712,115,296
5489,2282,14,722,288,49,151
5490,2282,10,606,323,50,160
5491,2283,14,723,289,51,149
5492,2283,10,605,327,51,150
5493,2284,14,726,291,50,148
5494,2284,10,606,322,50,158
5495,2285,14,725,297,51,136
5496,2285,10,598,320,52,159
5497,2286,14,729,294,56,141
5498,2286,10,599,322,50,154
5499,2287,14,736,329,58,113
5500,2287,10,598,319,50,158
5501,2288,14,739,293,47,145
5502,2288,10,598,324,50,147
5503,2289,10,598,327,50,140
5504,2290,10,596,325,52,143
5505,2291,13,36,662,186,382
5506,2291,10,595,327,51,141
5507,2292,14,739,283,90,153
5508,2292,13,30,649,190,399
5509,2292,10,595,326,50,143
5510,2293,10,592,323,53,131
5511,2294,10,592,323,54,129
5512,2295,10,590,322,55,131
5513,2296,13,12,650,194,397
5514,2296,10,590,322,56,132
5515,2297,-1,9,645,181,413
5516,2297,10,590,321,56,132
5517,2298,10,590,321,55,131
5518,2299,13,2,727,116,316
5519,2299,10,591,320,54,132
5520,2300,13,1,726,109,323
5521,2300,10,592,319,52,131
5522,2301,10,592,319,52,131
5523,2302,-1,0,739,91,302
5524,2302,10,592,318,51,132
5525,2303,-1,0,746,95,295
5526,2303,10,590,318,53,131
5527,2304,10,591,318,54,132
5528,2324,10,586,300,57,131
5529,2325,10,586,297,58,137
5530,2326,10,585,294,57,144
5531,2327,10,583,292,56,145
5532,2328,10,581,291,56,148
5533,2331,10,575,291,58,142
5534,2333,10,574,291,58,140
5535,2394,14,1132,318,75,178
5536,2397,14,1137,321,75,174
5537,2398,14,1150,325,70,167
5538,2400,14,1165,310,44,191
5539,2419,14,1245,326,49,192
5540,2421,14,1256,331,47,184
5541,2424,14,1261,335,75,170
5542,2426,14,1267,338,78,169
5543,2427,14,1270,340,77,168
5544,2428,14,1271,342,78,167
5545,2429,14,1272,342,76,166
5546,2451,14,1386,358,72,166
5547,2452,14,1386,360,82,164
5548,2453,14,1385,361,91,161
5549,2454,14,1387,361,91,162
5550,2455,14,1391,360,90,164
5551,2456,14,1391,361,94,163
5552,2457,14,1399,361,91,163
5553,2458,14,1408,363,83,162
5554,2459,14,1417,363,74,159
5555,2460,14,1422,360,69,166
5556,2461,14,1429,359,68,169
5557,2462,14,1433,357,67,174
5558,2463,14,1438,353,66,186
5559,2464,14,1455,357,62,176
5560,2465,14,1456,356,66,177
5561,2466,14,1452,357,77,176
5562,2467,14,1450,359,89,174
5563,2468,14,1452,359,94,174
5564,2469,14,1454,356,95,176
5565,2470,14,1458,357,96,176
5566,2471,14,1466,359,91,176
5567,2472,14,1475,357,83,179
5568,2473,14,1485,356,74,183
5569,2474,14,1491,358,71,180
5570,2475,14,1497,360,68,178
5571,2476,14,1508,353,68,184
5572,2477,14,1512,351,68,189
5573,2479,14,1525,352,66,189
5574,2480,14,1524,351,70,193
5575,2481,14,1523,354,81,189
5576,2482,14,1525,355,88,189
5577,2483,14,1526,354,89,192
5578,2484,14,1532,350,86,197
5579,2485,14,1534,347,89,201
5580,2486,14,1550,349,72,200
5581,2497,14,1556,344,61,208
5582,2498,14,1550,349,71,201
5583,2499,14,1547,352,78,197
5584,2500,14,1540,349,79,201
5585,2501,14,1537,350,79,199
5586,2502,14,1538,351,78,197
5587,2503,14,1535,352,77,197
5588,2504,14,1537,353,71,197
5589,2505,14,1535,354,70,196
5590,2506,14,1531,353,73,196
5591,2507,14,1526,352,74,198
5592,2508,14,1524,354,72,193
5593,2509,14,1522,356,70,189
5594,2510,14,1520,355,70,187
5595,2511,14,1511,356,68,188
5596,2512,14,1509,356,67,187
5597,2513,14,1504,359,65,179
5598,2514,14,1499,362,71,178
5599,2515,14,1493,361,76,180
5600,2516,14,1473,361,93,178
5601,2517,14,1466,359,100,178
5602,2518,14,1458,360,108,176
5603,2519,14,1452,360,108,174
5604,2520,14,1451,360,104,175
5605,2521,14,1452,359,101,177
5606,2522,14,1452,360,87,176
5607,2523,14,1449,360,73,174
5608,2524,14,1451,361,65,174
5609,2525,14,1438,351,66,187
5610,2526,14,1435,356,65,182
5611,2527,14,1433,356,65,178
5612,2528,14,1424,360,70,170
5613,2529,14,1415,362,78,166
5614,2530,14,1402,362,89,164
5615,2531,14,1391,362,99,162
5616,2532,14,1387,362,97,161
5617,2533,14,1387,362,94,162
5618,2534,14,1385,362,92,162
5619,2535,14,1384,362,84,166
5620,2536,14,1384,361,77,167
5621,2537,14,1379,365,73,164
5622,2550,14,1314,350,73,167
5623,2557,14,1273,339,75,170
5624,2558,14,1269,338,78,171
5625,2559,14,1264,336,79,172
5626,2560,14,1258,336,79,171
5627,2561,14,1257,335,78,172
5628,2562,14,1257,335,73,171
5629,2563,14,1256,336,73,171
5630,2564,14,1255,333,69,175
5631,2565,14,1256,333,68,175
5632,2566,14,1254,327,51,191
5633,2568,14,1246,323,46,197
5634,2569,14,1241,327,43,188
5635,2579,16,661,301,55,131
5636,2580,14,1195,321,63,179
5637,2580,16,660,301,60,131
5638,2584,14,1180,322,49,174
5639,2585,14,1174,317,49,181
5640,2586,14,1172,311,50,195
5641,2587,14,1164,326,59,169
5642,2589,14,1152,325,68,168
5643,2590,14,1149,327,73,166
5644,2591,14,1138,319,73,179
5645,2592,14,1136,316,72,183
5646,2593,14,1133,314,68,186
5647,2594,16,709,283,92,156
5648,2594,14,1144,305,46,202
5649,2595,16,711,282,91,156
5650,2595,14,1136,302,47,204
5651,2596,16,713,282,95,155
5652,2597,16,715,283,95,154
5653,2598,16,719,282,96,155
5654,2599,16,717,285,98,151
5655,2600,16,721,283,96,152
5656,2601,14,1096,317,80,172
5657,2613,14,1051,314,65,174
5658,2614,14,1048,315,67,170
5659,2615,14,1044,312,67,172
5660,2616,14,1042,312,67,174
5661,2617,14,1041,312,68,173
5662,2697,16,1063,305,41,197
5663,2698,16,1067,313,41,184
5664,2706,14,720,283,99,151
5665,2707,14,716,285,102,151
5666,2709,14,711,283,94,155
5667,2724,14,643,284,91,155
5668,2725,14,645,283,86,160
5669,2726,14,657,277,55,174
5670,2737,14,621,338,52,100
5671,2738,14,617,333,56,105
5672,2769,10,3,788,113,283
5673,2770,10,2,792,118,277
5674,2771,10,1,798,121,273
5675,2772,10,4,796,113,274
5676,2773,10,9,799,117,269
5677,2774,10,9,800,118,265
5678,2775,10,22,795,122,265
5679,2776,10,31,797,130,274
5680,2777,10,41,801,130,272
5681,2778,10,47,807,132,266
5682,2779,10,39,794,171,292
5683,2780,10,42,796,171,289
5684,2781,10,46,796,172,291
5685,2782,10,46,799,174,290
5686,2783,10,82,808,146,271
5687,2784,10,90,811,136,270
5688,2785,10,101,811,126,268
5689,2786,10,115,812,123,266
5690,2787,10,120,818,125,251
5691,2788,10,130,816,127,256
5692,2789,10,136,817,133,253
5693,2790,10,146,814,127,263
5694,2791,10,168,815,127,261
5695,2791,13,1,279,33,166
5696,2792,10,173,818,126,256
5697,2792,13,1,278,38,172
5698,2793,10,180,817,131,256
5699,2793,13,1,282,39,165
5700,2794,10,187,818,129,251
5701,2794,13,0,290,47,149
5702,2795,13,0,295,51,141
5703,2796,10,186,804,178,284
5704,2797,10,214,814,126,264
5705,2797,13,5,300,70,137
5706,2798,13,8,302,67,136
5707,2799,10,236,823,139,250
5708,2800,10,251,818,114,259
5709,2801,10,264,817,93,257
5710,2803,10,297,806,89,279
5711,2804,10,305,812,99,272
5712,2805,10,308,823,108,249
5713,2806,10,320,822,112,255
5714,2807,10,328,822,114,255
5715,2808,10,338,825,120,248
5716,2809,10,345,827,122,243
5717,2810,10,352,827,129,243
5718,2811,10,362,830,129,238
5719,2812,10,368,836,132,228
5720,2814,10,401,831,104,239
5721,2815,10,409,835,96,232
5722,2820,15,577,284,64,160
5723,2822,15,582,285,63,155
5724,2826,16,1145,422,54,226
5725,2827,16,1147,424,53,240
5726,2827,15,587,297,68,135
5727,2828,16,1149,425,51,239
5728,2829,15,589,288,85,146
5729,2829,16,1148,428,51,236
5730,2830,15,601,284,62,161
5731,2831,15,601,284,61,161
5732,2832,16,1148,434,49,230
5733,2833,16,1146,435,51,225
5734,2834,16,1147,438,50,221
5735,2835,16,1146,442,52,215
5736,2836,16,1146,449,51,212
5737,2839,16,1146,452,52,214
5738,2840,16,1146,453,52,214
5739,2841,16,1147,454,51,217
5740,2842,15,604,285,55,159
5741,2843,15,602,287,60,158
5742,2844,15,604,284,60,165
5743,2845,15,589,283,84,162
5744,2846,15,587,286,85,158
5745,2847,15,586,283,90,163
5746,2851,15,592,282,95,167
5747,2852,15,589,284,95,163
5748,2853,15,596,283,94,168
5749,2854,15,618,311,65,133
5750,2855,15,625,308,59,140
5751,2856,15,634,307,51,144
5752,2858,15,651,311,51,135
5753,2859,15,657,310,50,135
5754,2860,15,660,298,53,158
5755,2861,15,662,303,57,147
5756,2862,15,663,307,59,142
5757,2863,15,663,310,63,136
5758,2864,15,664,312,66,133
5759,2865,15,666,310,66,137
5760,2866,15,671,304,66,152
5761,2867,15,675,305,63,149
5762,2880,15,717,305,96,149
5763,2881,15,722,282,95,167
5764,2882,15,725,300,90,158
5765,2883,15,730,280,92,170
5766,2895,15,792,313,58,141
5767,2896,15,797,310,56,149
5768,2902,14,0,283,77,165
5769,2903,14,1,293,51,150
5770,2905,14,0,280,45,175
5771,2921,16,1170,625,56,254
5772,2922,16,1172,628,54,248
5773,2923,16,1172,630,55,246
5774,2924,16,1174,634,54,242
5775,2925,16,1177,638,53,240
5776,2927,10,1378,933,159,138
5777,2928,16,1187,654,65,241
5778,2928,10,1375,930,158,142
5779,2929,10,1360,931,160,142
5780,2930,10,1347,929,166,146
5781,2931,16,1198,654,64,256
5782,2931,10,1344,929,159,145
5783,2932,16,1203,652,65,262
5784,2932,10,1341,928,158,146
5785,2933,16,1201,655,72,273
5786,2933,10,1324,930,144,139
5787,2934,16,1206,652,72,281
5788,2934,10,1315,928,147,143
5789,2935,16,1207,661,71,267
5790,2935,10,1315,927,141,146
5791,2936,16,1207,665,73,263
5792,2936,10,1296,908,152,168
5793,2937,16,1206,668,77,270
5794,2937,10,1279,901,155,175
5795,2938,16,1207,668,78,278
5796,2938,10,1273,900,151,176
5797,2939,16,1208,667,78,300
5798,2939,10,1275,899,134,178
5799,2940,16,1210,667,78,308
5800,2940,10,1244,894,148,186
5801,2941,16,1214,665,71,316
5802,2941,13,581,284,59,158
5803,2942,13,583,278,58,170
5804,2943,13,584,283,59,160
5805,2951,16,1204,717,84,274
5806,2952,16,1209,716,82,290
5807,2952,13,591,285,57,154
5808,2953,16,1218,706,82,322
5809,2953,13,592,283,56,155
5810,2954,15,1038,314,73,171
5811,2954,16,1212,710,92,330
5812,2954,13,593,284,54,152
5813,2955,15,1040,315,73,173
5814,2955,16,1213,707,90,335
5815,2955,10,1093,862,119,213
5816,2955,13,594,285,52,149
5817,2956,16,1219,708,80,319
5818,2956,13,591,283,55,155
5819,2956,15,1052,309,50,186
5820,2957,16,1217,713,84,310
5821,2957,10,1081,861,109,213
5822,2957,13,592,284,54,157
5823,2958,16,1218,714,82,305
5824,2958,10,1077,858,119,218
5825,2958,13,590,283,55,161
5826,2958,15,1056,309,46,192
5827,2959,16,1216,711,83,312
5828,2959,13,590,281,56,165
5829,2959,15,1059,304,47,200
5830,2960,13,589,281,56,167
5831,2960,15,1064,307,49,192
5832,2961,16,1217,703,86,346
5833,2961,13,588,285,56,162
5834,2962,16,1218,696,86,360
5835,2962,10,1017,845,90,231
5836,2962,13,585,283,57,168
5837,2963,16,1218,696,89,361
5838,2963,10,1002,842,96,235
5839,2963,13,584,280,58,175
5840,2963,15,1079,316,46,177
5841,2964,16,1219,701,87,351
5842,2964,10,993,839,95,240
5843,2964,13,583,278,56,181
5844,2965,16,1215,706,93,346
5845,2965,10,962,849,121,224
5846,2965,13,582,277,56,183
5847,2966,16,1213,705,96,350
5848,2966,10,946,853,130,217
5849,2966,13,580,282,56,170
5850,2966,15,1085,323,51,163
5851,2967,16,1212,702,95,354
5852,2967,10,936,857,125,214
5853,2967,13,580,282,56,169
5854,2968,16,1212,704,93,347
5855,2968,10,927,851,123,220
5856,2968,13,580,282,57,171
5857,2969,15,1078,321,75,174
5858,2969,16,1204,719,90,318
5859,2969,10,932,846,102,227
5860,2969,13,580,286,56,163
5861,2970,15,1079,323,75,171
5862,2970,16,1199,730,93,304
5863,2970,13,579,289,56,156
5864,2971,16,1195,736,94,291
5865,2971,13,579,287,55,159
5866,2971,15,1095,323,52,168
5867,2972,15,1084,326,74,169
5868,2972,16,1189,742,94,282
5869,2972,13,578,283,55,169
5870,2973,15,1087,327,76,167
5871,2973,16,1182,734,96,292
5872,2973,13,577,292,55,170
5873,2974,15,1093,327,73,168
5874,2974,16,1185,732,88,295
5875,2974,13,577,293,55,167
5876,2975,16,1187,731,76,298
5877,2975,10,868,847,92,226
5878,2975,13,577,294,56,167
5879,2975,15,1107,325,54,189
5880,2976,16,1180,722,70,314
5881,2976,13,577,295,56,170
5882,2976,15,1111,326,50,189
5883,2977,16,1177,712,66,329
5884,2977,13,574,298,57,164
5885,2977,15,1115,329,47,185
5886,2978,16,1173,714,66,326
5887,2978,13,573,294,57,171
5888,2979,15,1107,320,76,180
5889,2979,16,1166,710,61,336
5890,2979,13,574,299,57,166
5891,2980,16,1157,711,62,335
5892,2980,13,574,300,56,165
5893,2981,15,1119,336,73,170
5894,2981,16,1150,705,67,343
5895,2981,13,575,298,53,169
5896,2982,15,1123,333,71,176
5897,2982,16,1133,707,79,319
5898,2982,13,574,305,53,159
5899,2983,15,1124,333,73,175
5900,2983,16,1123,712,85,307
5901,2983,13,573,308,54,155
5902,2984,15,1127,334,71,178
5903,2984,16,1104,723,103,283
5904,2984,13,572,309,55,154
5905,2985,15,1132,334,67,180
5906,2985,16,1086,733,117,260
5907,2985,13,572,311,54,151
5908,2986,13,564,301,71,163
5909,2986,15,1136,333,65,182
5910,2986,16,1082,731,119,264
5911,2987,13,563,302,71,165
5912,2987,15,1139,334,63,183
5913,2988,15,1142,334,59,187
5914,2988,16,1044,707,174,300
5915,2988,14,1,290,47,156
5916,2989,14,0,274,71,179
5917,2989,13,561,302,74,165
5918,2989,15,1142,335,58,189
5919,2989,16,1076,722,113,277
5920,2990,16,1066,710,112,303
5921,2990,14,3,298,49,137
5922,2991,16,1061,711,114,294
5923,2992,14,2,278,75,174
5924,2992,16,1049,705,101,301
5925,2992,10,705,817,92,257
5926,2993,14,4,275,75,177
5927,2993,16,1042,707,106,287
5928,2993,10,696,813,95,266
5929,2994,15,1155,350,63,171
5930,2994,16,1039,701,91,291
5931,2994,14,11,308,62,138
5932,2995,15,1157,347,63,175
5933,2995,16,1029,699,81,297
5934,2996,15,1158,349,65,177
5935,2996,16,1018,695,73,309
5936,2996,10,640,813,127,267
5937,2997,15,1163,351,64,175
5938,2997,16,1007,699,80,300
5939,2997,10,638,816,126,262
5940,2998,15,1162,354,66,173
5941,2998,16,1001,702,83,291
5942,2998,10,635,820,121,256
5943,2999,15,1162,356,66,172
5944,2999,16,970,712,115,264
5945,2999,10,629,823,114,252
5946,3000,15,1166,356,65,172
5947,3000,16,963,706,121,269
5948,3000,13,552,333,50,150
5949,3001,15,1170,356,64,172
5950,3001,16,963,701,116,276
5951,3001,13,556,341,49,158
5952,3002,15,1175,354,65,175
5953,3002,16,959,698,116,279
5954,3002,13,553,339,53,161
5955,3003,15,1178,352,67,177
5956,3003,13,553,337,54,166
5957,3004,15,1187,352,66,181
5958,3004,13,553,336,54,166
5959,3005,15,1191,354,66,181
5960,3005,13,552,335,55,167
5961,3006,14,30,303,65,132
5962,3006,13,552,335,56,168
5963,3007,15,1194,354,67,182
5964,3007,14,30,305,67,128
5965,3007,13,548,333,57,173
5966,3008,15,1195,354,67,185
5967,3008,14,32,304,65,128
5968,3008,13,547,328,56,181
5969,3009,15,1198,356,68,185
5970,3009,13,548,330,54,179
5971,3010,15,1198,358,71,183
5972,3010,13,547,327,51,184
5973,3011,15,1201,357,70,187
5974,3011,13,545,325,51,189
5975,3012,15,1203,357,70,187
5976,3012,14,35,307,66,123
5977,3012,13,546,320,48,199
5978,3013,15,1212,365,63,193
5979,3013,13,544,332,47,176
5980,3014,13,544,328,46,181
5981,3015,13,540,331,47,178
5982,3016,15,1215,369,61,192
5983,3016,13,538,329,48,182
5984,3017,13,535,335,47,171
5985,3018,13,536,339,44,166
5986,3019,13,521,349,57,150
5987,3020,10,427,793,82,289
5988,3020,13,521,342,56,163
5989,3021,10,410,796,94,283
5990,3021,13,518,348,57,149
5991,3022,15,1231,379,63,180
5992,3022,10,389,795,101,280
5993,3022,13,517,351,57,148
5994,3023,15,1235,377,62,184
5995,3023,10,383,801,105,274
5996,3023,13,516,349,58,154
5997,3024,13,501,345,71,167
5998,3024,15,1235,377,63,184
5999,3024,10,366,801,123,271
6000,3025,13,501,346,71,168
6001,3025,15,1240,374,65,190
6002,3025,10,340,783,165,302
6003,3026,13,501,347,71,169
6004,3026,15,1245,379,66,183
6005,3026,10,330,781,179,297
6006,3027,13,502,350,70,168
6007,3027,15,1246,381,66,184
6008,3027,10,327,785,182,294
6009,3028,13,502,348,69,172
6010,3028,15,1248,384,68,179
6011,3028,10,312,786,183,295
6012,3029,13,501,348,70,173
6013,3029,15,1252,385,67,180
6014,3029,10,303,785,185,294
6015,3030,13,501,349,69,175
6016,3030,15,1252,388,69,178
6017,3030,10,299,776,176,307
6018,3031,13,500,350,69,175
6019,3031,15,1254,389,72,178
6020,3032,13,500,352,67,174
6021,3032,15,1260,390,72,177
6022,3032,10,298,772,83,309
6023,3033,13,500,350,66,177
6024,3033,15,1265,393,71,178
6025,3033,10,294,778,88,300
