pk_blobs_01.id1,blobs_01.frame_id1,blobs_01.x1,blobs_01.y1,blobs_01.w1,blobs_01.h1,blobs_01.u1
4416,3870,14,1199,503,81,227
4417,3871,13,965,507,80,219
4418,3871,14,1196,504,84,225
4419,3872,13,966,508,79,213
4420,3872,14,1192,510,90,231
4421,3873,13,967,504,78,220
4422,3873,14,1190,509,89,238
4423,3874,13,972,503,72,222
4424,3874,14,1190,512,89,236
4425,3875,13,974,502,70,224
4426,3875,14,1188,510,88,239
4427,3876,13,976,502,67,222
4428,3876,14,1183,514,86,238
4429,3877,13,977,502,63,220
4430,3877,14,1181,517,85,235
4431,3878,13,980,503,62,217
4432,3878,14,1176,518,87,239
4433,3879,13,983,503,58,216
4434,3879,14,1171,519,85,242
4435,3880,13,989,498,52,221
4436,3880,14,1171,519,82,241
4437,3881,13,993,496,52,220
4438,3881,14,1170,523,77,239
4439,3882,13,997,491,52,221
4440,3882,14,1171,527,76,239
4441,3883,13,1001,488,49,219
4442,3883,14,1171,528,78,240
4443,3884,13,1001,486,51,221
4444,3884,14,1173,531,80,239
4445,3885,13,1000,488,54,216
4446,3885,14,1176,536,83,235
4447,3886,13,1000,486,55,216
4448,3886,14,1179,540,82,234
4449,3887,13,998,484,62,217
4450,3887,14,1178,541,80,236
4451,3888,13,994,487,70,212
4452,3888,14,1181,536,74,265
4453,3889,13,1001,486,72,211
4454,3889,14,1181,543,72,257
4455,3890,13,1003,483,72,211
4456,3890,14,1182,543,74,260
4457,3891,13,1003,480,75,215
4458,3891,14,1182,547,76,255
4459,3892,13,1004,478,80,218
4460,3892,14,1183,549,73,252
4461,3893,13,1005,476,80,221
4462,3893,14,1184,551,78,251
4463,3894,13,1008,477,79,219
4464,3894,14,1186,550,77,249
4465,3895,13,1013,478,81,216
4466,3895,14,1190,548,72,251
4467,3896,13,1023,477,74,216
4468,3896,14,1190,555,78,251
4469,3897,13,1031,480,71,210
4470,3897,14,1193,560,79,248
4471,3898,13,1036,479,69,209
4472,3898,14,1196,569,76,240
4473,3899,13,1043,478,66,211
4474,3899,14,1201,568,75,244
4475,3900,13,1044,473,71,208
4476,3900,14,1202,572,77,238
4477,3901,13,1045,473,72,207
4478,3901,14,1205,569,78,247
4479,3902,13,1047,472,72,208
4480,3902,14,1207,570,76,250
4481,3903,13,1047,472,73,208
4482,3903,14,1208,569,78,255
4483,3904,13,1049,472,71,205
4484,3904,14,1210,573,76,249
4485,3905,13,1050,471,74,205
4486,3905,14,1209,576,81,247
4487,3906,13,1052,473,70,200
4488,3906,14,1211,576,79,250
4489,3907,13,1056,475,66,196
4490,3907,14,1214,575,88,268
4491,3908,13,1057,470,68,199
4492,3908,14,1216,573,85,277
4493,3909,13,1060,468,66,197
4494,3909,14,1215,578,89,272
4495,3910,13,1061,470,64,194
4496,3910,14,1218,580,83,277
4497,3911,13,1059,470,68,192
4498,3911,14,1218,583,85,281
4499,3912,13,1063,469,66,188
4500,3912,14,1219,584,85,288
4501,3913,13,1062,470,67,183
4502,3913,14,1219,586,85,288
4503,3914,13,1064,467,67,183
4504,3914,14,1221,591,83,288
4505,3915,13,1066,468,68,182
4506,3915,14,1222,592,83,293
4507,3916,13,1067,456,70,193
4508,3916,14,1223,592,83,297
4509,3917,13,1068,455,70,190
4510,3917,14,1224,596,84,289
4511,3918,13,1075,458,69,180
4512,3918,14,1225,605,81,272
4513,3919,13,1077,459,68,179
4514,3919,14,1226,609,83,263
4515,3920,13,1079,457,63,181
4516,3920,14,1226,615,83,251
4517,3921,13,1080,457,65,184
4518,3921,14,1229,614,86,258
4519,3922,13,1083,462,64,181
4520,3922,14,1228,606,83,291
4521,3923,13,1081,460,70,180
4522,3923,14,1225,603,88,297
4523,3924,13,1084,459,66,177
4524,3924,14,1223,609,94,295
4525,3925,13,1088,457,66,176
4526,3925,14,1225,618,89,286
4527,3926,13,1092,452,64,181
4528,3926,14,1227,618,90,289
4529,3927,13,1093,443,67,186
4530,3927,14,1229,623,88,283
4531,3928,13,1093,442,65,188
4532,3928,14,1233,628,85,281
4533,3929,13,1096,442,66,186
4534,3929,14,1238,634,86,281
4535,3930,13,1096,440,67,187
4536,3930,14,1241,633,91,287
4537,3931,13,1097,440,65,188
4538,3931,14,1247,633,90,291
4539,3932,13,1098,440,63,188
4540,3932,14,1249,638,89,285
4541,3933,13,1100,440,64,185
4542,3933,14,1249,639,92,284
4543,3934,13,1102,440,64,184
4544,3934,14,1257,639,86,313
4545,3935,13,1102,439,63,183
4546,3935,14,1258,658,87,286
4547,3936,13,1101,438,64,184
4548,3937,13,1100,437,67,183
4549,3938,13,1102,440,68,177
4550,3939,13,1103,436,72,176
4551,3940,13,1104,434,70,175
4552,3941,13,1104,431,69,175
4553,3942,13,1102,433,71,173
4554,3943,13,1104,429,69,175
4555,3944,13,1105,428,65,179
4556,3945,13,1107,429,66,176
4557,3946,13,1109,424,65,179
4558,3947,13,1112,428,62,176
4559,3948,13,1115,424,62,179
4560,3949,13,1116,423,64,178
4561,3950,13,1116,417,67,181
4562,3951,13,1117,415,68,183
4563,3952,13,1120,414,68,184
4564,3952,14,1282,693,103,320
4565,3953,13,1122,413,67,184
4566,3953,14,1287,703,102,318
4567,3954,13,1122,413,69,181
4568,3954,14,1291,706,104,317
4569,3955,13,1125,412,68,182
4570,3956,13,1126,412,70,182
4571,3957,13,1127,411,70,181
4572,3958,13,1128,412,68,181
4573,3959,13,1127,411,69,181
4574,3960,13,1128,410,69,183
4575,3961,13,1123,400,71,187
4576,3962,13,1129,411,68,181
4577,3963,13,1129,411,66,182
4578,3963,14,1323,737,124,309
4579,3964,13,1125,401,66,186
4580,3965,13,1126,401,64,186
4581,3966,13,1124,400,63,186
4582,3967,13,1123,400,65,186
4583,3968,13,1122,401,65,183
4584,3969,13,1121,401,65,183
4585,3970,13,1120,402,65,182
4586,3971,13,1120,402,65,182
4587,3972,13,1121,401,65,183
4588,3972,14,1352,757,118,322
4589,3973,13,1121,401,65,183
4590,3973,14,1346,743,136,328
4591,3974,13,1122,402,64,182
4592,3974,14,1355,766,120,308
4593,3975,13,1122,402,64,182
4594,3975,14,1360,770,114,301
4595,3976,13,1122,401,63,183
4596,3977,13,1123,401,62,183
4597,3978,13,1123,402,62,182
4598,3979,13,1122,401,63,183
4599,3980,13,1122,401,63,184
4600,3981,13,1122,401,63,184
4601,3982,13,1122,401,63,184
4602,3983,13,1123,401,62,183
4603,3984,13,1122,401,61,186
4604,3985,13,1130,400,51,186
4605,3986,13,1132,395,47,197
4606,3987,13,1131,409,46,191
4607,3988,14,1401,842,123,236
4608,3988,13,1131,418,41,175
4609,3989,14,1405,843,128,236
4610,3989,13,1136,389,36,208
4611,3990,14,1414,848,135,226
4612,3990,13,1137,388,33,209
4613,3991,14,1420,849,132,225
4614,3992,14,1418,855,143,218
4615,3992,13,1136,397,36,191
4616,3993,14,1421,859,146,212
4617,3993,13,1134,401,37,183
4618,3994,14,1424,867,149,204
4619,3994,13,1133,412,41,188
4620,3995,14,1424,872,150,201
4621,3995,13,1131,411,47,194
4622,3996,14,1420,876,159,197
4623,3996,13,1128,409,53,200
4624,3997,14,1425,880,163,196
4625,3997,13,1128,410,54,198
4626,3998,13,1127,418,64,179
4627,3998,14,1431,888,167,189
4628,3999,13,1126,420,66,180
4629,3999,14,1432,894,168,183
4630,4000,13,1126,424,66,178
4631,4000,14,1436,896,169,183
4632,4001,13,1127,423,67,180
4633,4001,14,1439,905,168,171
4634,4002,13,1126,424,71,180
4635,4002,14,1439,909,167,167
4636,4003,13,1128,424,72,182
4637,4003,14,1443,911,171,166
4638,4004,13,1129,425,72,182
4639,4004,14,1451,921,172,156
4640,4005,13,1128,427,74,181
4641,4005,14,1454,927,170,148
4642,4006,13,1129,427,74,185
4643,4007,13,1130,429,74,183
4644,4008,13,1130,431,74,183
4645,4009,13,1130,433,75,184
4646,4010,13,1132,435,72,182
4647,4011,13,1134,435,71,184
4648,4012,13,1136,437,72,183
4649,4013,13,1136,437,73,186
4650,4014,13,1137,437,73,190
4651,4015,13,1138,436,73,193
4652,4016,13,1140,436,72,194
4653,4017,13,1141,437,70,194
4654,4018,13,1142,436,68,198
4655,4019,13,1143,436,67,198
4656,4020,13,1145,441,63,205
4657,4021,13,1146,442,61,206
4658,4022,13,1146,444,62,205
4659,4023,13,1143,445,65,203
4660,4024,13,1144,447,66,200
4661,4025,13,1143,447,68,201
4662,4026,13,1142,450,69,200
4663,4027,13,1142,454,69,198
4664,4028,13,1143,456,70,199
4665,4029,13,1146,452,78,204
4666,4030,13,1147,451,77,207
4667,4031,13,1150,454,73,208
4668,4032,13,1151,453,72,213
4669,4033,13,1150,453,76,221
4670,4034,13,1151,458,74,218
4671,4035,13,1151,459,78,217
4672,4036,13,1151,460,79,220
4673,4037,13,1154,462,80,217
4674,4038,13,1154,464,84,215
4675,4039,13,1154,466,85,214
4676,4040,13,1156,465,86,220
4677,4041,13,1156,466,88,222
4678,4042,13,1157,465,86,225
4679,4043,13,1157,467,88,222
4680,4044,13,1156,473,88,221
4681,4045,13,1156,474,87,221
4682,4046,13,1159,474,86,223
4683,4047,13,1162,475,84,227
4684,4048,13,1162,479,84,226
4685,4049,13,1162,480,83,227
4686,4050,13,1163,481,82,229
4687,4051,13,1162,484,82,228
4688,4052,13,1163,487,81,224
4689,4053,13,1164,489,82,224
4690,4054,13,1164,489,83,224
4691,4055,13,1167,491,80,223
4692,4056,13,1169,494,79,225
4693,4057,13,1173,496,79,226
4694,4058,13,1176,497,79,227
4695,4059,13,1179,498,78,226
4696,4060,13,1180,502,77,221
4697,4061,13,1185,503,78,224
4698,4062,13,1188,505,75,221
4699,4063,13,1190,505,75,223
4700,4064,13,1191,507,78,222
4701,4065,13,1194,513,77,224
4702,4066,13,1193,515,80,221
4703,4067,13,1194,514,80,224
4704,4068,13,1199,515,78,223
4705,4069,13,1200,517,76,222
4706,4070,13,1200,516,76,228
4707,4071,13,1200,516,78,229
4708,4072,13,1198,519,79,223
4709,4073,13,1200,521,78,226
4710,4074,13,1201,522,77,230
4711,4075,13,1204,527,76,236
4712,4076,13,1206,528,74,242
4713,4077,13,1206,529,74,242
4714,4078,13,1205,532,75,239
4715,4079,13,1206,534,73,236
4716,4080,13,1207,533,72,237
4717,4081,13,1206,534,75,237
4718,4082,13,1206,535,78,238
4719,4083,13,1207,537,76,237
4720,4084,13,1208,536,73,239
4721,4085,13,1210,532,74,252
4722,4086,13,1212,540,73,254
4723,4087,13,1213,543,72,250
4724,4088,13,1213,546,74,247
4725,4089,13,1219,550,84,252
4726,4090,13,1218,555,86,253
4727,4091,13,1219,558,86,255
4728,4092,13,1217,560,89,256
4729,4093,13,1219,560,90,259
4730,4094,13,1218,562,96,256
4731,4095,13,1220,564,95,254
4732,4096,13,1219,566,100,252
4733,4097,13,1221,569,100,251
4734,4098,13,1223,573,99,248
4735,4099,13,1226,574,99,247
4736,4100,13,1227,575,99,252
4737,4101,13,1231,562,95,293
4738,4102,13,1231,566,95,287
4739,4103,13,1230,567,96,288
4740,4104,13,1231,567,92,297
4741,4105,13,1229,571,93,299
4742,4106,13,1231,573,92,298
4743,4107,13,1233,583,90,288
4744,4108,13,1233,585,91,285
4745,4109,13,1232,589,95,279
4746,4110,13,1233,592,93,277
4747,4111,13,1233,596,95,271
4748,4112,13,1235,599,90,269
4749,4113,13,1236,601,94,273
4750,4114,13,1237,602,97,276
4751,4115,13,1243,603,90,278
4752,4116,13,1248,605,85,292
4753,4117,13,1251,602,86,297
4754,4118,13,1252,602,84,304
4755,4119,13,1253,604,88,306
4756,4120,13,1257,606,88,308
4757,4121,13,1260,612,90,302
4758,4122,13,1265,625,84,290
4759,4123,13,1266,631,87,281
4760,4124,13,1266,640,90,268
4761,4134,13,1286,659,98,316
4762,4141,13,1310,678,105,324
4763,4142,13,1310,686,121,323
4764,4143,13,1310,694,124,322
4765,4144,13,1312,698,125,322
4766,4145,13,1315,702,125,317
4767,4146,13,1319,703,126,315
4768,4147,13,1320,708,125,306
4769,4153,13,1348,719,118,337
4770,4154,13,1348,723,120,334
4771,4155,13,1351,723,116,338
4772,4156,13,1353,734,120,332
4773,4157,13,1347,727,142,345
4774,4161,13,1354,750,155,333
4775,4162,13,1357,751,160,331
4776,4163,13,1359,751,160,334
4777,4166,13,1383,781,123,289
4778,4167,13,1383,788,127,275
4779,4169,13,1390,797,127,264
4780,4171,13,1397,796,130,272
4781,4172,13,1399,801,132,265
4782,4173,13,1400,808,137,258
4783,4174,13,1401,813,140,255
4784,4175,13,1401,819,143,252
4785,4176,13,1410,816,148,259
4786,4177,13,1412,819,150,258
4787,4178,13,1416,823,148,251
4788,4179,13,1422,828,147,244
4789,4180,13,1427,829,150,244
4790,4181,13,1433,837,152,242
4791,4182,13,1437,839,157,239
4792,4183,13,1437,845,166,231
4793,4184,13,1438,851,170,224
4794,4185,13,1441,856,170,217
4795,4186,13,1446,859,169,216
4796,4187,13,1452,865,168,209
4797,4188,13,1458,869,164,205
4798,4189,13,1457,873,169,200
4799,4190,13,1465,875,182,201
4800,4191,13,1462,883,188,194
4801,4192,13,1462,892,187,188
4802,4193,13,1465,896,183,182
4803,4194,13,1466,901,182,177
4804,4195,13,1466,903,184,174
4805,4196,13,1470,907,181,167
4806,4197,16,1754,767,118,303
4807,4197,13,1476,914,179,158
4808,4198,16,1745,769,124,300
4809,4198,13,1489,920,169,156
4810,4199,16,1736,772,127,293
4811,4199,13,1493,925,169,149
4812,4200,16,1713,767,165,306
4813,4200,13,1497,934,167,139
4814,4201,16,1709,769,163,303
4815,4201,13,1514,947,157,127
4816,4202,16,1721,774,132,296
4817,4202,13,1517,954,161,120
4818,4203,16,1718,775,131,297
4819,4203,13,1522,957,166,116
4820,4205,16,1714,772,129,303
4821,4218,16,1622,792,127,285
4822,4219,16,1623,792,121,296
4823,4222,16,1613,801,115,268
4824,4223,16,1607,801,113,269
4825,4224,16,1608,802,100,270
4826,4225,16,1600,795,93,283
4827,4226,16,1596,799,84,273
4828,4227,16,1587,796,89,279
4829,4228,16,1581,795,95,286
4830,4229,16,1560,804,108,267
4831,4230,16,1546,814,117,257
4832,4231,16,1536,811,124,265
4833,4232,16,1531,812,121,267
4834,4233,16,1526,815,122,264
4835,4234,16,1523,811,120,274
4836,4235,16,1528,811,106,272
4837,4236,16,1528,815,103,257
4838,4237,16,1526,816,99,257
4839,4238,16,1526,815,98,260
4840,4239,16,1525,813,100,265
4841,4240,16,1525,813,100,265
4842,4241,-1,1232,399,80,314
4843,4241,16,1525,814,100,265
4844,4242,-1,1228,395,82,323
4845,4242,16,1523,813,99,263
4846,4243,-1,1228,404,81,312
4847,4243,16,1520,815,104,261
4848,4244,16,1518,814,108,264
4849,4248,12,1193,504,95,210
4850,4249,12,1193,506,92,211
4851,4250,12,1190,505,91,216
4852,4250,16,1527,816,99,262
4853,4251,12,1191,503,90,221
4854,4251,16,1528,817,101,261
4855,4252,12,1188,504,93,222
4856,4252,16,1526,821,109,254
4857,4253,12,1190,504,86,224
4858,4253,16,1527,822,110,251
4859,4254,12,1190,508,80,218
4860,4254,16,1528,824,110,246
4861,4255,12,1185,510,79,216
4862,4255,16,1528,824,114,242
4863,4256,12,1179,512,81,214
4864,4256,16,1533,826,114,240
4865,4257,12,1174,512,82,230
4866,4257,16,1534,826,116,240
4867,4258,12,1172,514,83,227
4868,4259,12,1169,515,84,229
4869,4260,12,1162,517,88,234
4870,4261,12,1161,519,89,234
4871,4262,12,1158,519,92,237
4872,4263,12,1157,519,90,244
4873,4264,12,1156,520,91,245
4874,4265,12,1156,521,90,247
4875,4266,12,1155,524,91,245
4876,4267,12,1155,527,88,243
4877,4268,12,1156,529,88,239
4878,4269,12,1154,530,88,238
4879,4270,12,1155,534,81,236
4880,4271,12,1153,535,86,237
4881,4272,12,1151,537,87,238
4882,4273,12,1149,537,90,239
4883,4274,12,1147,538,94,239
4884,4275,12,1148,538,90,239
4885,4275,16,1581,770,93,306
4886,4276,12,1147,540,92,238
4887,4276,16,1581,765,97,312
4888,4277,12,1148,540,87,239
4889,4277,16,1583,763,98,314
4890,4278,12,1144,538,87,264
4891,4278,16,1584,760,98,318
4892,4279,12,1143,541,87,267
4893,4279,16,1591,764,91,307
4894,4280,12,1142,548,89,257
4895,4281,12,1142,551,88,261
4896,4282,12,1139,555,92,255
4897,4283,12,1136,560,83,254
4898,4284,12,1136,560,84,254
4899,4285,12,1136,560,83,261
4900,4286,12,1137,562,80,266
4901,4287,12,1136,563,79,270
4902,4289,12,1133,566,83,267
4903,4289,16,1630,745,108,292
4904,4290,12,1135,568,80,265
4905,4290,16,1632,741,113,295
4906,4291,12,1134,567,81,288
4907,4291,16,1632,738,119,291
4908,4293,12,1140,574,74,290
4909,4294,12,1139,573,75,293
4910,4295,12,1137,580,78,284
4911,4295,16,1659,725,94,309
4912,4296,12,1135,586,80,278
4913,4296,16,1662,727,90,302
4914,4297,12,1131,592,84,269
4915,4297,16,1665,720,86,291
4916,4298,12,1128,600,87,257
4917,4298,16,1664,722,91,287
4918,4299,12,1127,602,90,261
4919,4300,12,1128,603,88,264
4920,4301,12,1125,606,89,264
4921,4302,12,1124,605,89,268
4922,4302,16,1677,724,82,270
4923,4303,12,1119,607,96,270
4924,4303,16,1678,716,81,278
4925,4304,12,1119,607,94,271
4926,4304,16,1681,720,81,261
4927,4305,12,1118,612,93,276
4928,4305,16,1681,726,79,255
4929,4306,12,1119,611,94,280
4930,4306,16,1682,727,76,251
4931,4307,12,1118,614,91,279
4932,4308,12,1117,613,92,285
4933,4309,12,1115,614,94,289
4934,4309,16,1690,716,70,245
4935,4310,12,1115,621,94,284
4936,4310,16,1690,715,69,245
4937,4311,12,1115,625,94,282
4938,4311,16,1691,713,72,248
4939,4312,12,1113,629,96,280
4940,4313,12,1112,633,95,278
4941,4313,16,1696,692,72,257
4942,4314,12,1106,635,99,284
4943,4314,16,1695,692,72,257
4944,4315,12,1101,630,98,306
4945,4316,12,1100,634,97,299
4946,4317,12,1105,632,93,322
4947,4318,12,1103,632,97,322
4948,4319,12,1103,636,100,318
4949,4320,12,1103,642,102,316
4950,4321,12,1103,644,104,326
4951,4322,12,1106,653,100,318
4952,4323,12,1106,655,101,320
4953,4324,12,1106,659,101,320
4954,4325,12,1107,665,97,312
4955,4326,12,1105,669,100,305
4956,4327,12,1104,671,101,302
4957,4328,12,1102,668,99,315
4958,4329,12,1106,667,93,334
4959,4330,16,1719,682,78,230
4960,4330,12,1102,667,99,335
4961,4331,16,1715,681,83,234
4962,4331,12,1098,670,108,333
4963,4332,16,1716,675,82,244
4964,4332,12,1092,678,114,325
4965,4333,16,1712,670,90,252
4966,4333,12,1090,680,109,325
4967,4334,16,1712,667,89,255
4968,4334,12,1091,686,103,321
4969,4335,16,1708,669,93,250
4970,4335,12,1089,691,106,327
4971,4336,16,1702,667,100,254
4972,4336,12,1088,696,103,326
4973,4337,16,1687,648,110,257
4974,4337,12,1083,701,109,324
4975,4338,16,1677,647,117,254
4976,4338,12,1080,704,111,319
4977,4339,16,1681,654,104,244
4978,4339,12,1076,702,113,327
4979,4340,16,1693,653,80,245
4980,4340,12,1074,705,113,321
4981,4341,16,1695,651,73,253
4982,4341,12,1073,706,112,322
4983,4342,16,1694,653,65,249
4984,4342,12,1066,703,114,349
4985,4343,16,1694,677,66,237
4986,4343,12,1061,706,120,350
4987,4344,16,1692,680,60,230
4988,4344,12,1057,709,122,349
4989,4345,12,1055,716,119,347
4990,4346,16,1673,663,65,232
4991,4346,12,1055,724,117,346
4992,4347,16,1648,666,88,234
4993,4347,12,1054,727,119,349
4994,4348,16,1630,680,104,224
4995,4348,12,1054,731,119,346
4996,4349,16,1609,687,126,211
4997,4349,12,1053,740,122,332
4998,4350,16,1592,688,140,209
4999,4350,12,1052,743,125,328
5000,4350,14,1796,934,117,136
5001,4351,16,1574,687,152,213
5002,4351,12,1055,741,120,336
5003,4351,14,1747,895,181,180
5004,4352,16,1571,668,144,232
5005,4352,12,1058,740,110,354
5006,4352,14,1745,889,182,186
5007,4353,16,1562,661,148,242
5008,4353,12,1056,742,116,352
5009,4353,14,1740,890,185,185
5010,4354,16,1561,658,147,237
5011,4354,12,1055,744,116,348
5012,4354,14,1743,885,179,188
5013,4355,16,1567,666,127,236
5014,4355,12,1055,751,115,338
5015,4355,14,1736,889,185,183
5016,4356,16,1563,666,114,232
5017,4356,12,1053,749,118,339
5018,4356,14,1732,887,185,186
5019,4357,16,1565,669,104,226
5020,4357,12,1050,755,124,330
5021,4357,14,1732,882,182,192
5022,4358,12,1049,759,124,323
5023,4358,14,1732,877,182,195
5024,4359,12,1049,768,124,312
5025,4359,14,1733,874,177,198
5026,4360,12,1039,777,128,296
5027,4360,14,1729,869,175,204
5028,4361,16,1536,635,78,254
5029,4361,12,1038,775,130,302
5030,4361,14,1728,866,174,205
5031,4362,12,1036,772,133,306
5032,4362,14,1726,861,164,213
5033,4363,16,1502,651,116,230
5034,4363,12,1036,773,133,302
5035,4363,14,1723,853,163,222
5036,4364,16,1470,658,146,221
5037,4364,12,1036,773,133,302
5038,4364,14,1722,844,158,234
5039,4365,12,1037,773,132,302
5040,4365,14,1718,842,159,236
5041,4366,16,1457,659,148,220
5042,4366,12,1036,772,133,306
5043,4366,14,1715,827,161,248
5044,4367,16,1457,655,142,221
5045,4367,12,1034,774,134,303
5046,4367,14,1713,823,160,254
5047,4368,16,1457,645,136,232
5048,4368,12,1035,776,132,302
5049,4368,14,1709,817,160,264
5050,4369,16,1451,653,135,225
5051,4369,12,1038,772,126,306
5052,4369,14,1697,816,177,258
5053,4370,16,1451,645,122,236
5054,4370,12,1039,768,122,313
5055,4370,14,1654,811,209,264
5056,4371,12,1040,761,116,319
5057,4371,14,1655,802,205,277
5058,4372,12,1045,759,105,323
5059,4372,14,1661,802,194,278
5060,4373,12,1050,760,95,319
5061,4373,14,1664,799,181,278
5062,4374,12,1055,770,85,301
5063,4374,14,1654,794,185,283
5064,4375,12,1062,765,76,310
5065,4375,14,1681,795,135,279
5066,4376,12,1061,755,77,330
5067,4376,14,1675,790,135,283
5068,4377,12,1064,750,71,343
5069,4377,14,1645,784,174,293
5070,4378,16,1365,642,132,230
5071,4378,14,1638,783,179,292
5072,4379,14,1640,776,170,300
5073,4380,14,1640,772,164,303
5074,4381,16,1357,612,131,253
5075,4381,12,1049,737,101,338
5076,4381,14,1631,774,173,298
5077,4382,16,1354,608,129,263
5078,4382,12,1045,742,108,325
5079,4382,14,1628,770,171,304
5080,4383,12,1042,739,113,329
5081,4383,14,1621,763,173,313
5082,4384,12,1043,741,113,327
5083,4384,14,1622,761,172,315
5084,4385,12,1043,738,116,328
5085,4385,14,1621,759,173,316
5086,4386,12,1047,736,109,331
5087,4386,14,1622,756,171,321
5088,4387,12,1047,735,110,328
5089,4387,14,1619,742,178,331
5090,4388,12,1054,717,114,349
5091,4388,14,1620,739,175,333
5092,4389,12,1053,710,113,351
5093,4389,14,1622,737,178,335
5094,4390,12,1057,700,108,359
5095,4390,14,1624,734,177,334
5096,4391,12,1060,694,101,372
5097,4391,14,1627,729,172,338
5098,4392,12,1060,686,102,384
5099,4392,14,1631,728,167,335
5100,4393,12,1055,697,114,342
5101,4393,14,1629,727,170,329
5102,4394,12,1054,695,114,344
5103,4394,14,1630,724,172,327
5104,4395,12,1058,694,106,339
5105,4395,14,1635,720,165,327
5106,4396,12,1058,679,105,353
5107,4396,14,1641,718,157,330
5108,4397,12,1057,675,107,353
5109,4397,14,1645,724,134,315
5110,4398,12,1055,673,111,346
5111,4398,14,1652,719,167,329
5112,4399,12,1054,673,115,338
5113,4399,14,1657,712,164,333
5114,4400,16,1247,628,77,224
5115,4400,12,1054,672,116,330
5116,4400,14,1657,703,162,330
5117,4401,16,1244,630,78,222
5118,4401,12,1056,669,112,334
5119,4401,14,1660,704,162,327
5120,4402,16,1237,626,77,224
5121,4402,12,1057,664,109,341
5122,4402,14,1680,696,120,339
5123,4403,16,1233,628,80,219
5124,4403,12,1061,665,106,319
5125,4403,14,1687,698,122,330
5126,4404,16,1232,625,71,222
5127,4404,12,1062,670,105,308
5128,4404,14,1689,692,122,330
5129,4405,12,1065,668,101,309
5130,4405,14,1692,686,120,329
5131,4406,16,1197,614,88,241
5132,4406,12,1065,669,104,304
5133,4406,14,1699,690,118,316
5134,4407,16,1192,613,85,233
5135,4407,12,1067,663,101,311
5136,4407,14,1706,693,111,307
5137,4408,16,1183,614,87,226
5138,4408,12,1070,661,103,311
5139,4408,14,1716,704,130,288
5140,4409,16,1180,612,87,226
5141,4409,12,1069,656,105,315
5142,4409,14,1718,694,126,307
5143,4410,16,1174,612,89,223
5144,4410,12,1066,653,109,306
5145,4410,14,1722,677,117,330
5146,4411,16,1169,609,91,223
5147,4411,12,1066,647,109,300
5148,4411,14,1728,678,116,321
5149,4412,16,1165,605,90,223
5150,4412,12,1064,643,114,301
5151,4412,14,1735,678,119,319
5152,4413,16,1165,607,83,223
5153,4413,12,1066,641,112,304
5154,4413,14,1740,684,115,307
5155,4414,16,1161,606,86,227
5156,4414,12,1067,638,110,310
5157,4414,14,1745,689,112,301
5158,4415,16,1159,602,84,237
5159,4415,12,1068,637,107,310
5160,4416,16,1159,604,78,230
5161,4416,12,1069,628,110,312
5162,4416,14,1749,688,122,297
5163,4417,16,1158,607,76,220
5164,4417,12,1072,628,107,310
5165,4417,14,1749,688,128,298
5166,4418,12,1073,632,112,293
5167,4419,12,1078,628,105,297
5168,4420,12,1081,626,100,291
5169,4421,12,1084,620,97,299
5170,4422,12,1085,613,93,303
5171,4423,12,1086,616,86,292
5172,4424,12,1090,610,81,285
5173,4425,12,1095,604,81,297
5174,4427,12,1102,588,86,301
5175,4428,12,1103,588,79,298
5176,4429,12,1106,591,74,287
5177,4430,12,1108,586,76,294
5178,4431,12,1111,580,73,297
5179,4432,12,1112,579,74,296
5180,4433,12,1115,579,68,287
5181,4434,12,1115,569,73,304
5182,4435,12,1117,572,73,293
5183,4436,12,1118,571,80,291
5184,4437,12,1120,573,84,285
5185,4438,12,1123,573,84,288
5186,4439,12,1128,576,80,279
5187,4440,12,1126,577,87,273
5188,4441,10,1257,403,63,173
5189,4441,12,1125,576,93,272
5190,4442,12,1131,579,88,262
5191,4443,12,1138,558,77,284
5192,4444,12,1143,554,86,292
5193,4445,12,1142,555,90,290
5194,4445,10,1248,424,56,134
5195,4446,12,1144,558,87,281
5196,4447,12,1142,555,93,284
5197,4447,10,1244,416,57,147
5198,4448,12,1150,561,88,264
5199,4449,12,1152,558,88,268
5200,4449,10,1243,408,57,156
5201,4450,12,1152,562,95,263
5202,4450,10,1241,404,56,161
5203,4451,12,1158,557,86,268
5204,4451,10,1238,405,56,158
5205,4452,12,1163,555,81,262
5206,4455,12,1179,554,83,247
5207,4463,10,1214,393,58,153
5208,4489,10,1170,378,53,142
5209,4490,10,1171,371,50,151
5210,4491,10,1167,371,56,149
5211,4492,10,1166,375,53,138
5212,4493,10,1163,368,54,152
5213,4494,10,1165,366,50,153
5214,4502,10,1158,360,39,163
5215,4503,10,1158,362,40,156
5216,4504,10,1156,359,41,161
5217,4505,10,1155,348,41,181
5218,4506,10,1155,342,40,193
5219,4507,12,1238,495,69,212
5220,4507,10,1154,345,39,186
5221,4508,12,1237,494,71,209
5222,4508,10,1154,351,38,176
5223,4509,12,1236,491,70,216
5224,4509,10,1152,361,41,139
5225,4510,10,1152,363,42,136
5226,4511,10,1151,362,43,136
5227,4512,10,1150,362,43,133
5228,4513,10,1150,361,44,138
5229,4514,10,1149,357,45,148
5230,4515,13,1593,912,155,162
5231,4515,10,1151,352,44,158
5232,4516,12,1224,454,88,233
5233,4516,10,1152,354,43,154
5234,4517,13,1570,904,164,174
5235,4517,10,1154,353,41,152
