pk_blobs_00.pdf_id,sentiment01.score,sentiment01.label
14523,0.15,POSITIVE
14524,-0.025936639,NEGATIVE
14525,0.041666667,POSITIVE
14526,0.080756816,POSITIVE
14527,0.065104167,POSITIVE
14528,-0.239772727,NEGATIVE
14529,0.179166667,POSITIVE
14530,0.033088235,POSITIVE
14531,0.121666667,POSITIVE
14532,0.175,POSITIVE
14533,0.15625,POSITIVE
14534,-0.127777778,NEGATIVE
14535,0.05,POSITIVE
14536,0.037777778,POSITIVE
14537,0.039285714,POSITIVE
14538,0,NEUTRAL
14539,0.20075188,POSITIVE
14540,0.191666667,POSITIVE
14541,0.174074074,POSITIVE
14542,0.1,POSITIVE
14543,0.204761905,POSITIVE
14544,0.215909091,POSITIVE
14545,0.14546176,POSITIVE
14546,0.04375,POSITIVE
14547,0.04,POSITIVE
14548,-0.02509058,NEGATIVE
14549,-0.000694444,NEGATIVE
14550,0.05,POSITIVE
14551,0.042162698,POSITIVE
14552,0.104022989,POSITIVE
14553,0.27,POSITIVE
14554,0.074312354,POSITIVE
14555,0.225,POSITIVE
14556,0.1125,POSITIVE
14557,0.11389678,POSITIVE
14558,0.00625,POSITIVE
14559,0.098568477,POSITIVE
14560,0.00952381,POSITIVE
14561,0.15625,POSITIVE
14562,0.066666667,POSITIVE
14563,0.204684066,POSITIVE
14564,0.240826331,POSITIVE
14565,7.94E-05,POSITIVE
14566,0.118367347,POSITIVE
14567,0.113888889,POSITIVE
14568,0.208333333,POSITIVE
14569,0.015,POSITIVE
14570,0.031349206,POSITIVE
14571,0.066111111,POSITIVE
14572,-0.029166667,NEGATIVE
14573,0.088333333,POSITIVE
14574,0.025744048,POSITIVE
14575,0,NEUTRAL
14576,-0.15,NEGATIVE
14577,0.029545455,POSITIVE
14578,0.2,POSITIVE
14579,0.083333333,POSITIVE
14580,0.0975,POSITIVE
14581,-0.1,NEGATIVE
14582,-0.001864802,NEGATIVE
14583,0.091666667,POSITIVE
14584,0.049441786,POSITIVE
14585,0.132142857,POSITIVE
14586,0.091666667,POSITIVE
14587,0.083736226,POSITIVE
14588,-0.054945055,NEGATIVE
14589,0.126020408,POSITIVE
14590,0.060915275,POSITIVE
14591,0.103333333,POSITIVE
14592,0.264285714,POSITIVE
14593,-0.4,NEGATIVE
14594,0.021205357,POSITIVE
14595,0.180555556,POSITIVE
14596,0.036675824,POSITIVE
14597,0.112142857,POSITIVE
14598,0.208456543,POSITIVE
14599,0.0390625,POSITIVE
14600,0.135378788,POSITIVE
14601,0.006818182,POSITIVE
14602,-0.1,NEGATIVE
14603,0.142592593,POSITIVE
14604,0.11970068,POSITIVE
14605,-0.02,NEGATIVE
14606,-0.053,NEGATIVE
14607,0.1,POSITIVE
14608,0.1,POSITIVE
14609,0.144871795,POSITIVE
14610,0.055,POSITIVE
14611,0.146428571,POSITIVE
14612,0.125481756,POSITIVE
14613,0.180761905,POSITIVE
14614,0.032380952,POSITIVE
14615,-0.009722222,NEGATIVE
14616,0.155179344,POSITIVE
14617,-0.104166667,NEGATIVE
14618,0.124358974,POSITIVE
14619,0.136363636,POSITIVE
14620,-0.069166667,NEGATIVE
14621,0.099686869,POSITIVE
14622,0.10365,POSITIVE
14623,0.075909091,POSITIVE
14624,0.108333333,POSITIVE
14625,0.173760331,POSITIVE
14626,0.1625,POSITIVE
14627,0.055194805,POSITIVE
14628,0.22,POSITIVE
14629,0.096969697,POSITIVE
14630,0.285714286,POSITIVE
14631,-0.001428571,NEGATIVE
14632,0.357142857,POSITIVE
14633,0.187280702,POSITIVE
14634,0.318707483,POSITIVE
14635,0.089846166,POSITIVE
14636,-0.012229437,NEGATIVE
14637,0.057291667,POSITIVE
14638,-0.04,NEGATIVE
14639,-0.057142857,NEGATIVE
14640,0.01875,POSITIVE
14641,0.107142857,POSITIVE
14642,-0.0125,NEGATIVE
14643,0.210921717,POSITIVE
14644,0.088888889,POSITIVE
14645,0.066919192,POSITIVE
14646,0.281818182,POSITIVE
14647,0.063333333,POSITIVE
14648,0.005533597,POSITIVE
14649,-0.0025,NEGATIVE
14650,0.491666667,POSITIVE
14651,0.044155844,POSITIVE
14652,0.204887767,POSITIVE
14653,0.368181818,POSITIVE
14654,0.151190476,POSITIVE
14655,0.27,POSITIVE
14656,0.031944444,POSITIVE
14657,0.091666667,POSITIVE
14658,0.022222222,POSITIVE
14659,0.01289185,POSITIVE
14660,0,NEUTRAL
14661,0.045238095,POSITIVE
14662,0.5,POSITIVE
14663,-0.091666667,NEGATIVE
14664,0.1875,POSITIVE
14665,-0.04527972,NEGATIVE
14666,0.016666667,POSITIVE
14667,0.0725,POSITIVE
14668,0.178373016,POSITIVE
14669,-0.071071429,NEGATIVE
14670,0.25,POSITIVE
14671,0,NEUTRAL
14672,0.0875,POSITIVE
14673,0.292207792,POSITIVE
14674,-0.0025,NEGATIVE
14675,0.154318182,POSITIVE
14676,0.00903996,POSITIVE
14677,0.057857143,POSITIVE
14678,-0.05,NEGATIVE
14679,0.08327381,POSITIVE
14680,0.041058201,POSITIVE
14681,0.135952381,POSITIVE
14682,0.124285714,POSITIVE
14683,0.123846154,POSITIVE
14684,0.144444444,POSITIVE
14685,-0.166666667,NEGATIVE
14686,0.6,POSITIVE
14687,0,NEUTRAL
14688,0.090850816,POSITIVE
14689,0.022593583,POSITIVE
14690,0.106031746,POSITIVE
14691,-0.2,NEGATIVE
14692,-0.025,NEGATIVE
14693,0,NEUTRAL
14694,-0.088001019,NEGATIVE
14695,0.097985348,POSITIVE
14696,-0.001111111,NEGATIVE
14697,0.074260462,POSITIVE
14698,0.666666667,POSITIVE
14699,0.013714286,POSITIVE
14700,0.094111395,POSITIVE
14701,0.172567609,POSITIVE
14702,0.023214286,POSITIVE
14703,0.189393939,POSITIVE
14704,0.132142857,POSITIVE
14705,0.05,POSITIVE
14706,0.039880952,POSITIVE
14707,0.083333333,POSITIVE
14708,0.03,POSITIVE
14709,0.05,POSITIVE
14710,-0.013888889,NEGATIVE
14711,0.109033613,POSITIVE
14712,-0.104166667,NEGATIVE
14713,0.105555556,POSITIVE
14714,-0.009826389,NEGATIVE
14715,0.178125,POSITIVE
14716,0.103736226,POSITIVE
14717,0.122,POSITIVE
14718,-0.0625,NEGATIVE
14719,0.278571429,POSITIVE
14720,0.034469697,POSITIVE
14721,0.082900433,POSITIVE
14722,0.091741071,POSITIVE
14723,-0.041666667,NEGATIVE
14724,0.08,POSITIVE
14725,-0.18125,NEGATIVE
14726,0.093333333,POSITIVE
14727,0.151028139,POSITIVE
14728,0.056990358,POSITIVE
14729,0.044864719,POSITIVE
14730,0.015873016,POSITIVE
14731,-0.0625,NEGATIVE
14732,-0.06969697,NEGATIVE
14733,-0.09047619,NEGATIVE
14734,0.063888889,POSITIVE
14735,-0.09375,NEGATIVE
14736,0.143452381,POSITIVE
14737,0.08030303,POSITIVE
14738,0.078571429,POSITIVE
14739,-0.15,NEGATIVE
14740,-0.142222222,NEGATIVE
14741,0.347142857,POSITIVE
14742,0.078571429,POSITIVE
14743,0,NEUTRAL
14744,0.036363636,POSITIVE
14745,0.05,POSITIVE
14746,-0.0875,NEGATIVE
14747,-0.016666667,NEGATIVE
14748,0.06,POSITIVE
14749,0.316942149,POSITIVE
14750,0.023333333,POSITIVE
14751,0.064172336,POSITIVE
14752,0.03015873,POSITIVE
14753,-0.003571429,NEGATIVE
14754,0.178095238,POSITIVE
14755,0.1,POSITIVE
14756,0.014285714,POSITIVE
14757,0.214285714,POSITIVE
14758,-0.028571429,NEGATIVE
14759,0.042301587,POSITIVE
14760,0.25974359,POSITIVE
14761,-0.071428571,NEGATIVE
14762,0,NEUTRAL
14763,0.113492063,POSITIVE
14764,0.25,POSITIVE
14765,0.104414683,POSITIVE
14766,0.241145833,POSITIVE
14767,0.178571429,POSITIVE
14768,0.075,POSITIVE
14769,0.141991342,POSITIVE
14770,0.000181159,POSITIVE
14771,0.0875,POSITIVE
14772,0.110952381,POSITIVE
14773,0.078484848,POSITIVE
14774,0.063928571,POSITIVE
14775,0.129166667,POSITIVE
14776,0.025952381,POSITIVE
14777,-0.05,NEGATIVE
14778,-0.066666667,NEGATIVE
14779,0.157265512,POSITIVE
14780,0.003333333,POSITIVE
14781,-0.062040043,NEGATIVE
14782,0,NEUTRAL
14783,-0.1375,NEGATIVE
14784,0.002521008,POSITIVE
14785,0.069141414,POSITIVE
14786,0.1,POSITIVE
14787,0.108939394,POSITIVE
14788,0.15,POSITIVE
14789,-0.051948052,NEGATIVE
14790,0.163636364,POSITIVE
14791,0.107272727,POSITIVE
14792,0.123888889,POSITIVE
14793,0.021212121,POSITIVE
14794,0.045714286,POSITIVE
14795,0.05125,POSITIVE
14796,0.025222146,POSITIVE
14797,0.004689755,POSITIVE
14798,-0.006339286,NEGATIVE
14799,0.125,POSITIVE
14800,0.04,POSITIVE
14801,0.152103175,POSITIVE
14802,0.123809524,POSITIVE
14803,0.005952381,POSITIVE
14804,0.221961967,POSITIVE
14805,0.07094494,POSITIVE
14806,0.088736264,POSITIVE
14807,0.095612245,POSITIVE
14808,-0.055208333,NEGATIVE
14809,0.009761905,POSITIVE
14810,-0.005833333,NEGATIVE
14811,0.0184573,POSITIVE
14812,0.027272727,POSITIVE
14813,0.167460317,POSITIVE
14814,0.089285714,POSITIVE
14815,-0.000334086,NEGATIVE
14816,0,NEUTRAL
14817,-0.016666667,NEGATIVE
14818,0.006666667,POSITIVE
14819,0.005555556,POSITIVE
14820,-0.048148148,NEGATIVE
14821,0.035185185,POSITIVE
14822,0.088564214,POSITIVE
14823,0.066666667,POSITIVE
14824,0.1,POSITIVE
14825,-0.120952381,NEGATIVE
14826,0.1,POSITIVE
14827,0.083333333,POSITIVE
14828,0.291666667,POSITIVE
14829,0.220238095,POSITIVE
14830,-0.145833333,NEGATIVE
14831,0.034722222,POSITIVE
14832,-0.036038961,NEGATIVE
14833,0.02257326,POSITIVE
14834,0.136904762,POSITIVE
14835,0,NEUTRAL
14836,0.08076564,POSITIVE
14837,0.2825,POSITIVE
14838,-0.103819444,NEGATIVE
14839,-0.133333333,NEGATIVE
14840,0.202083333,POSITIVE
14841,0.234375,POSITIVE
14842,0.25,POSITIVE
14843,0.1125,POSITIVE
14844,0.132592593,POSITIVE
14845,0.104808287,POSITIVE
14846,0.058928571,POSITIVE
14847,0.081016484,POSITIVE
14848,0.080390212,POSITIVE
14849,0.105992063,POSITIVE
14850,0.083333333,POSITIVE
14851,0.153035714,POSITIVE
14852,-0.0375,NEGATIVE
14853,0.006666667,POSITIVE
14854,0.133333333,POSITIVE
14855,0.063888889,POSITIVE
14856,0.035663265,POSITIVE
14857,0.020614035,POSITIVE
14858,0.032,POSITIVE
14859,0.06969697,POSITIVE
14860,0.258838384,POSITIVE
14861,0.083333333,POSITIVE
14862,0.087337662,POSITIVE
14863,0.132900433,POSITIVE
14864,0.102,POSITIVE
14865,-0.083333333,NEGATIVE
14866,0.075,POSITIVE
14867,0.025,POSITIVE
14868,0.216666667,POSITIVE
14869,0,NEUTRAL
14870,0.15,POSITIVE
14871,0.1125,POSITIVE
14872,0.052083333,POSITIVE
14873,0.221428571,POSITIVE
14874,0.146825397,POSITIVE
14875,0,NEUTRAL
14876,0.198196248,POSITIVE
14877,-0.02797619,NEGATIVE
14878,-0.014285714,NEGATIVE
14879,0.06037415,POSITIVE
14880,0.142857143,POSITIVE
14881,0.053333333,POSITIVE
14882,0.112820513,POSITIVE
14883,0.071086957,POSITIVE
14884,0.108080808,POSITIVE
14885,-0.136666667,NEGATIVE
14886,-0.028125,NEGATIVE
14887,0,NEUTRAL
14888,0.005637255,POSITIVE
14889,-0.055078255,NEGATIVE
14890,0.132653061,POSITIVE
14891,0,NEUTRAL
14892,-0.013920455,NEGATIVE
14893,0.057710438,POSITIVE
14894,0.032352941,POSITIVE
14895,0,NEUTRAL
14896,-0.017460317,NEGATIVE
14897,-0.034265734,NEGATIVE
14898,0.159415584,POSITIVE
14899,0.2,POSITIVE
14900,0.229940158,POSITIVE
14901,0.428571429,POSITIVE
14902,0.037037037,POSITIVE
14903,-0.002594628,NEGATIVE
14904,0.079031746,POSITIVE
14905,0.088690476,POSITIVE
14906,0.069230769,POSITIVE
14907,0.029022989,POSITIVE
14908,-0.00946712,NEGATIVE
14909,0.116666667,POSITIVE
14910,0.010714286,POSITIVE
14911,0.0521875,POSITIVE
14912,-0.216666667,NEGATIVE
14913,0.04029304,POSITIVE
14914,0.116571429,POSITIVE
14915,0.204761905,POSITIVE
14916,0.383333333,POSITIVE
14917,0.075,POSITIVE
14918,0.065555556,POSITIVE
14919,0.078236915,POSITIVE
14920,0.051111111,POSITIVE
14921,0.15,POSITIVE
14922,0.083035714,POSITIVE
14923,0.05,POSITIVE
14924,-0.04375,NEGATIVE
14925,0.072916667,POSITIVE
14926,0.052083333,POSITIVE
14927,-0.0125,NEGATIVE
14928,0.25,POSITIVE
14929,0.05,POSITIVE
14930,0.135392157,POSITIVE
14931,-0.087585034,NEGATIVE
14932,0.08821654,POSITIVE
14933,0.139285714,POSITIVE
14934,-0.01547619,NEGATIVE
14935,0.008189033,POSITIVE
14936,0.116666667,POSITIVE
14937,-0.119421488,NEGATIVE
14938,0.08,POSITIVE
14939,-0.010714286,NEGATIVE
14940,0.020833333,POSITIVE
14941,0.022321429,POSITIVE
14942,0.208968254,POSITIVE
14943,-0.02,NEGATIVE
14944,0.023611111,POSITIVE
14945,0.105578512,POSITIVE
14946,0.138888889,POSITIVE
14947,0.0325,POSITIVE
14948,0.05344697,POSITIVE
14949,0.007371795,POSITIVE
14950,0.016666667,POSITIVE
14951,0.040816327,POSITIVE
14952,0.140440115,POSITIVE
14953,-0.126530612,NEGATIVE
14954,0.230392157,POSITIVE
14955,0.175,POSITIVE
14956,0.239473684,POSITIVE
14957,-0.2,NEGATIVE
14958,0.290833333,POSITIVE
14959,0.192708333,POSITIVE
14960,0.085714286,POSITIVE
14961,0.0275,POSITIVE
14962,0.21875,POSITIVE
14963,-0.088636364,NEGATIVE
14964,0.17899449,POSITIVE
14965,-0.063897908,NEGATIVE
14966,0.138790157,POSITIVE
14967,0.116190476,POSITIVE
14968,0.010396825,POSITIVE
14969,0.032142857,POSITIVE
14970,-0.003205128,NEGATIVE
14971,0.05719697,POSITIVE
14972,-0.008333333,NEGATIVE
14973,0.02,POSITIVE
14974,0.03452381,POSITIVE
14975,0.164434524,POSITIVE
14976,0.010750361,POSITIVE
14977,-0.025,NEGATIVE
14978,0.100859788,POSITIVE
14979,0.188095238,POSITIVE
14980,0.096666667,POSITIVE
14981,0.13,POSITIVE
14982,-0.039285714,NEGATIVE
14983,0.031818182,POSITIVE
14984,0.033333333,POSITIVE
14985,0.083608815,POSITIVE
14986,0.275,POSITIVE
14987,0.128896104,POSITIVE
14988,0.4375,POSITIVE
14989,-0.375,NEGATIVE
14990,0.168253968,POSITIVE
14991,0.086666667,POSITIVE
14992,0.074441964,POSITIVE
14993,0.239141414,POSITIVE
14994,0.041666667,POSITIVE
14995,0.058392857,POSITIVE
14996,0.066333333,POSITIVE
14997,0.027142857,POSITIVE
14998,-0.05625,NEGATIVE
14999,0.106593407,POSITIVE
15000,0.038095238,POSITIVE
15001,0.210711462,POSITIVE
15002,0.1125,POSITIVE
15003,0.237795455,POSITIVE
15004,0.132051282,POSITIVE
15005,0.011458634,POSITIVE
15006,0.1,POSITIVE
15007,0.2,POSITIVE
15008,-0.1,NEGATIVE
15009,0.109166667,POSITIVE
15010,-0.059183673,NEGATIVE
15011,0.001136364,POSITIVE
15012,0,NEUTRAL
15013,-0.106818182,NEGATIVE
15014,-0.083516484,NEGATIVE
15015,0.001339286,POSITIVE
15016,0.061666667,POSITIVE
15017,0,NEUTRAL
15018,-0.005,NEGATIVE
15019,0.178571429,POSITIVE
15020,0,NEUTRAL
15021,0.060833333,POSITIVE
15022,-0.084693878,NEGATIVE
15023,0.129545455,POSITIVE
15024,-0.1,NEGATIVE
15025,0.079818182,POSITIVE
15026,0.077497502,POSITIVE
15027,0.06017316,POSITIVE
15028,0.133333333,POSITIVE
15029,0.006060606,POSITIVE
15030,-0.05,NEGATIVE
15031,-0.093333333,NEGATIVE
15032,0.375,POSITIVE
15033,-0.0625,NEGATIVE
15034,0.216666667,POSITIVE
15035,0.05,POSITIVE
15036,0.174301456,POSITIVE
15037,0.044444444,POSITIVE
15038,0.044214876,POSITIVE
15039,0.109077381,POSITIVE
15040,0.125641026,POSITIVE
15041,0.080020202,POSITIVE
15042,0.091666667,POSITIVE
15043,4.63E-18,POSITIVE
15044,0.005833333,POSITIVE
15045,0.365306122,POSITIVE
15046,-0.097857143,NEGATIVE
15047,0.192042607,POSITIVE
15048,0.073214286,POSITIVE
15049,-0.233333333,NEGATIVE
15050,0,NEUTRAL
15051,0.016414835,POSITIVE
15052,0.172121212,POSITIVE
15053,0.138333333,POSITIVE
15054,0.054158009,POSITIVE
15055,0.05,POSITIVE
15056,-0.016666667,NEGATIVE
15057,0.098333333,POSITIVE
15058,0.05,POSITIVE
15059,0.030555556,POSITIVE
15060,-0.016666667,NEGATIVE
15061,0.162581169,POSITIVE
15062,0.125,POSITIVE
15063,0.114345238,POSITIVE
15064,0.047929607,POSITIVE
15065,0.002593583,POSITIVE
15066,0.036666667,POSITIVE
15067,-0.015277778,NEGATIVE
15068,0.087301587,POSITIVE
15069,0,NEUTRAL
15070,0.091666667,POSITIVE
15071,0.041287879,POSITIVE
15072,0.158838384,POSITIVE
15073,0.1875,POSITIVE
15074,-0.007795056,NEGATIVE
15075,0.194444444,POSITIVE
15076,0.120353084,POSITIVE
15077,0.225589286,POSITIVE
15078,0.104910714,POSITIVE
15079,-0.00547619,NEGATIVE
15080,0.06,POSITIVE
15081,0.066666667,POSITIVE
15082,0.046428571,POSITIVE
15083,0.227083333,POSITIVE
15084,-0.18,NEGATIVE
15085,-0.375,NEGATIVE
15086,-0.104166667,NEGATIVE
15087,-0.040952381,NEGATIVE
15088,-0.001893939,NEGATIVE
15089,0.193897059,POSITIVE
15090,0,NEUTRAL
15091,0.074275362,POSITIVE
15092,0.104166667,POSITIVE
15093,0.129791667,POSITIVE
15094,0.028571429,POSITIVE
15095,0.02,POSITIVE
15096,0,NEUTRAL
15097,-0.025,NEGATIVE
15098,0.2275,POSITIVE
15099,0.128571429,POSITIVE
15100,0.080020704,POSITIVE
15101,0,NEUTRAL
15102,0.383333333,POSITIVE
15103,0.061,POSITIVE
15104,0.068181818,POSITIVE
15105,0.166666667,POSITIVE
15106,0.133333333,POSITIVE
15107,0.107142857,POSITIVE
15108,0.2,POSITIVE
15109,0.058781513,POSITIVE
15110,0.1,POSITIVE
15111,0.095454545,POSITIVE
15112,0.397376543,POSITIVE
15113,0.087179487,POSITIVE
15114,0.13125,POSITIVE
15115,0.083333333,POSITIVE
15116,0.090416667,POSITIVE
15117,0.25,POSITIVE
15118,0.063174603,POSITIVE
15119,0.006666667,POSITIVE
15120,0.127272727,POSITIVE
15121,0.178333333,POSITIVE
15122,0.003896104,POSITIVE
15123,0.065625,POSITIVE
15124,-0.052777778,NEGATIVE
15125,0.009090909,POSITIVE
15126,-0.018571429,NEGATIVE
15127,0.023809524,POSITIVE
15128,0.4375,POSITIVE
15129,0.061111111,POSITIVE
15130,-0.0125,NEGATIVE
15131,0.05625,POSITIVE
15132,0.115100251,POSITIVE
15133,0,NEUTRAL
15134,0.044897959,POSITIVE
15135,-0.0625,NEGATIVE
15136,0.056877706,POSITIVE
15137,-0.063639456,NEGATIVE
15138,0.104761905,POSITIVE
15139,0.095833333,POSITIVE
15140,0.152380952,POSITIVE
15141,0.108636364,POSITIVE
15142,-0.06,NEGATIVE
15143,-0.035714286,NEGATIVE
15144,-0.05,NEGATIVE
15145,0.032381444,POSITIVE
15146,0,NEUTRAL
15147,0.117592593,POSITIVE
15148,0.078,POSITIVE
15149,0.122159091,POSITIVE
15150,0.357142857,POSITIVE
15151,0.039285714,POSITIVE
15152,0.233333333,POSITIVE
15153,0.177373737,POSITIVE
15154,0.216666667,POSITIVE
15155,0.082440476,POSITIVE
15156,-0.00952381,NEGATIVE
15157,0.217142857,POSITIVE
15158,0.079385965,POSITIVE
15159,-0.166666667,NEGATIVE
15160,-0.036479592,NEGATIVE
15161,0.086111111,POSITIVE
15162,0.291666667,POSITIVE
15163,0.0975,POSITIVE
15164,0.124961348,POSITIVE
15165,-0.013888889,NEGATIVE
15166,0.195238095,POSITIVE
15167,0,NEUTRAL
15168,0.036111111,POSITIVE
15169,0.057222222,POSITIVE
15170,0.275,POSITIVE
15171,0.266666667,POSITIVE
15172,-0.012662338,NEGATIVE
15173,0.067171717,POSITIVE
15174,0.131313131,POSITIVE
15175,0.024545455,POSITIVE
15176,0.041258741,POSITIVE
15177,0.295833333,POSITIVE
15178,0.063083333,POSITIVE
15179,0.053928571,POSITIVE
15180,0.095294118,POSITIVE
15181,0.115238095,POSITIVE
15182,-0.201443001,NEGATIVE
15183,0.033333333,POSITIVE
15184,0.060795455,POSITIVE
15185,0.046666667,POSITIVE
15186,-0.1,NEGATIVE
15187,0.091,POSITIVE
15188,-0.050595238,NEGATIVE
15189,-0.05,NEGATIVE
15190,0.033035714,POSITIVE
15191,0.003198653,POSITIVE
15192,0.133333333,POSITIVE
15193,-0.13,NEGATIVE
15194,0.162962963,POSITIVE
15195,0.163333333,POSITIVE
15196,0.111111111,POSITIVE
15197,0.196329365,POSITIVE
15198,0.086625,POSITIVE
15199,0.091983612,POSITIVE
15200,0.070555556,POSITIVE
15201,0.00625,POSITIVE
15202,0.113194444,POSITIVE
15203,-0.015625,NEGATIVE
15204,0.268181818,POSITIVE
15205,0.140136054,POSITIVE
15206,-0.007465278,NEGATIVE
15207,0.148433442,POSITIVE
15208,0.25,POSITIVE
15209,0.073333333,POSITIVE
15210,0.090384615,POSITIVE
15211,0.159188312,POSITIVE
15212,-0.1875,NEGATIVE
15213,0.071643519,POSITIVE
15214,-0.023484848,NEGATIVE
15215,0.15,POSITIVE
15216,0.01,POSITIVE
15217,0.05,POSITIVE
15218,0.084722222,POSITIVE
15219,0.132727273,POSITIVE
15220,-0.1125,NEGATIVE
15221,0.075757576,POSITIVE
15222,-0.12,NEGATIVE
15223,-0.2625,NEGATIVE
15224,0.147098214,POSITIVE
15225,0.188095238,POSITIVE
15226,-0.118181818,NEGATIVE
15227,-0.004846939,NEGATIVE
15228,0.180612245,POSITIVE
15229,0,NEUTRAL
15230,0.323611111,POSITIVE
15231,0.055555556,POSITIVE
15232,0.164583333,POSITIVE
15233,-0.0625,NEGATIVE
15234,0.353571429,POSITIVE
15235,-0.028138528,NEGATIVE
15236,0.105729167,POSITIVE
15237,0.074404762,POSITIVE
15238,0.101851852,POSITIVE
15239,0.133333333,POSITIVE
15240,0.22,POSITIVE
15241,-0.016836735,NEGATIVE
15242,-0.025,NEGATIVE
15243,0.025,POSITIVE
15244,0.2,POSITIVE
15245,0.134583333,POSITIVE
15246,0.248690476,POSITIVE
15247,0.051960784,POSITIVE
15248,0.066666667,POSITIVE
15249,0.0875,POSITIVE
15250,0.070952381,POSITIVE
15251,-0.125,NEGATIVE
15252,0.099393939,POSITIVE
15253,0.107142857,POSITIVE
15254,-0.028863636,NEGATIVE
15255,0.141666667,POSITIVE
15256,0.160606061,POSITIVE
15257,-0.028409091,NEGATIVE
15258,-0.052777778,NEGATIVE
15259,0.125,POSITIVE
15260,0.05914787,POSITIVE
15261,0.210784314,POSITIVE
15262,-0.086375661,NEGATIVE
15263,-0.35,NEGATIVE
15264,0.25,POSITIVE
15265,0,NEUTRAL
15266,0.216666667,POSITIVE
15267,0.042592593,POSITIVE
15268,0.090010823,POSITIVE
15269,0.112878788,POSITIVE
15270,0.146212121,POSITIVE
15271,0.047916667,POSITIVE
15272,-0.1,NEGATIVE
15273,0.201785714,POSITIVE
15274,0.025,POSITIVE
15275,0.053333333,POSITIVE
15276,0.163541667,POSITIVE
15277,0.10030303,POSITIVE
15278,0.095833333,POSITIVE
15279,-0.064583333,NEGATIVE
15280,0.05,POSITIVE
15281,0.000992063,POSITIVE
15282,0.1025,POSITIVE
15283,0.1,POSITIVE
15284,0.081410256,POSITIVE
15285,0.10401374,POSITIVE
15286,0.066868687,POSITIVE
15287,0.175,POSITIVE
15288,0.09375,POSITIVE
15289,0,NEUTRAL
15290,0.3,POSITIVE
15291,0.133863636,POSITIVE
15292,0,NEUTRAL
15293,-0.1,NEGATIVE
15294,0.03125,POSITIVE
15295,0.369642857,POSITIVE
15296,-0.004545455,NEGATIVE
15297,0.221212121,POSITIVE
15298,0.185497835,POSITIVE
15299,-0.059722222,NEGATIVE
15300,0.04978355,POSITIVE
15301,0.03125,POSITIVE
15302,0.075490196,POSITIVE
15303,0.121180556,POSITIVE
15304,0.158163265,POSITIVE
15305,0,NEUTRAL
15306,0.134632035,POSITIVE
15307,0.087619048,POSITIVE
15308,-0.063005051,NEGATIVE
15309,0.031314935,POSITIVE
15310,0.189795918,POSITIVE
15311,0.15,POSITIVE
15312,0.028787879,POSITIVE
15313,-0.001530612,NEGATIVE
15314,-0.046875,NEGATIVE
15315,0.132142857,POSITIVE
15316,-0.168181818,NEGATIVE
15317,0.017526564,POSITIVE
15318,0.036349206,POSITIVE
15319,-0.038690476,NEGATIVE
15320,0.086706349,POSITIVE
15321,-0.060714286,NEGATIVE
15322,0.025821678,POSITIVE
15323,-0.03125,NEGATIVE
15324,-0.124848485,NEGATIVE
15325,0.190196078,POSITIVE
15326,0.039982175,POSITIVE
15327,0.225,POSITIVE
15328,0,NEUTRAL
15329,0.20625,POSITIVE
15330,0.130952381,POSITIVE
15331,0.030194805,POSITIVE
15332,0.186111111,POSITIVE
15333,0.04040404,POSITIVE
15334,0.033541667,POSITIVE
15335,0,NEUTRAL
15336,0.092254902,POSITIVE
15337,0.087554113,POSITIVE
15338,0.216666667,POSITIVE
15339,0.083035714,POSITIVE
15340,0,NEUTRAL
15341,0.005892256,POSITIVE
15342,0.084259259,POSITIVE
15343,0.2,POSITIVE
15344,0.163636364,POSITIVE
15345,-0.034761905,NEGATIVE
15346,0.008333333,POSITIVE
15347,0.116239779,POSITIVE
15348,0.116869748,POSITIVE
15349,0.135760668,POSITIVE
15350,0.123412698,POSITIVE
15351,0.016420635,POSITIVE
15352,0.077040816,POSITIVE
15353,0.320535714,POSITIVE
15354,0.125,POSITIVE
15355,-0.002380952,NEGATIVE
15356,0.105897436,POSITIVE
15357,0.165333333,POSITIVE
15358,-0.019834184,NEGATIVE
15359,0.036136364,POSITIVE
15360,0.196428571,POSITIVE
15361,0.090898268,POSITIVE
15362,0.033854167,POSITIVE
15363,0,NEUTRAL
15364,0.324480519,POSITIVE
15365,0.027683081,POSITIVE
15366,0.153888889,POSITIVE
15367,0.119047619,POSITIVE
15368,-0.054464286,NEGATIVE
15369,0,NEUTRAL
15370,0.108035714,POSITIVE
15371,-0.075555556,NEGATIVE
15372,0.206818182,POSITIVE
15373,-0.076086957,NEGATIVE
15374,0.075036075,POSITIVE
15375,-0.266666667,NEGATIVE
15376,0.053333333,POSITIVE
15377,0.087272727,POSITIVE
15378,0.107142857,POSITIVE
15379,0.120833333,POSITIVE
15380,0.092171717,POSITIVE
15381,0.08,POSITIVE
15382,0.047991071,POSITIVE
15383,-0.021768707,NEGATIVE
15384,0,NEUTRAL
15385,0.03125,POSITIVE
15386,0.1,POSITIVE
15387,0.283333333,POSITIVE
15388,0.052380952,POSITIVE
15389,0.06875,POSITIVE
15390,0.178571429,POSITIVE
15391,0.260218254,POSITIVE
15392,0.120238095,POSITIVE
15393,-0.011428571,NEGATIVE
15394,0.24952381,POSITIVE
15395,0.102040816,POSITIVE
15396,-0.00625,NEGATIVE
15397,0.1375,POSITIVE
15398,0.227272727,POSITIVE
15399,0.041025641,POSITIVE
