in__blobs_00.pdf_id,out__sentiment01.score,out__sentiment01.label,out__sentiment01.pdf_id
25410,0.096388889,POSITIVE,25410
25411,0.070238095,POSITIVE,25411
25412,0,NEUTRAL,25412
25413,0.05,POSITIVE,25413
25414,0.035555556,POSITIVE,25414
25415,0.083333333,POSITIVE,25415
25416,0.167210145,POSITIVE,25416
25417,0,NEUTRAL,25417
25418,0.000595238,POSITIVE,25418
25419,-0.00625,NEGATIVE,25419
25420,0.018073593,POSITIVE,25420
25421,0.161052632,POSITIVE,25421
25422,0.097959184,POSITIVE,25422
25423,0.105952381,POSITIVE,25423
25424,-0.1625,NEGATIVE,25424
25425,-0.091666667,NEGATIVE,25425
25426,0.071918768,POSITIVE,25426
25427,0.2,POSITIVE,25427
25428,-0.015277778,NEGATIVE,25428
25429,-0.020089286,NEGATIVE,25429
25430,0.021875,POSITIVE,25430
25431,0.068137255,POSITIVE,25431
25432,0.055555556,POSITIVE,25432
25433,0.0734375,POSITIVE,25433
25434,0.038888889,POSITIVE,25434
25435,-0.181150794,NEGATIVE,25435
25436,-0.013333333,NEGATIVE,25436
25437,0.122916667,POSITIVE,25437
25438,-0.067346939,NEGATIVE,25438
25439,0.247435897,POSITIVE,25439
25440,-0.033333333,NEGATIVE,25440
25441,-0.1,NEGATIVE,25441
25442,0.055606061,POSITIVE,25442
25443,0.061111111,POSITIVE,25443
25444,-0.060714286,NEGATIVE,25444
25445,0.204166667,POSITIVE,25445
25446,0.230681818,POSITIVE,25446
25447,0.009587879,POSITIVE,25447
25448,0.018886946,POSITIVE,25448
25449,0.06,POSITIVE,25449
25450,0.032916667,POSITIVE,25450
25451,0,NEUTRAL,25451
25452,0.044897959,POSITIVE,25452
25453,0.085897436,POSITIVE,25453
25454,0.28,POSITIVE,25454
25455,0.1,POSITIVE,25455
25456,0.07007992,POSITIVE,25456
25457,0,NEUTRAL,25457
25458,0.016017316,POSITIVE,25458
25459,0.015318772,POSITIVE,25459
25460,0.279347826,POSITIVE,25460
25461,0.253571429,POSITIVE,25461
25462,0.105627706,POSITIVE,25462
25463,0.122857143,POSITIVE,25463
25464,0.15,POSITIVE,25464
25465,0.001309524,POSITIVE,25465
25466,0.1875,POSITIVE,25466
25467,0.176866883,POSITIVE,25467
25468,0.15,POSITIVE,25468
25469,0.0375,POSITIVE,25469
25470,0.018266733,POSITIVE,25470
25471,-0.0945,NEGATIVE,25471
25472,0.042857143,POSITIVE,25472
25473,0.05,POSITIVE,25473
25474,0.133333333,POSITIVE,25474
25475,0.065880952,POSITIVE,25475
25476,0.148809524,POSITIVE,25476
25477,0.059259259,POSITIVE,25477
25478,0.084166667,POSITIVE,25478
25479,0.034090909,POSITIVE,25479
25480,0,NEUTRAL,25480
25481,-0.042016807,NEGATIVE,25481
25482,0.07362259,POSITIVE,25482
25483,0.015625,POSITIVE,25483
25484,-0.091065733,NEGATIVE,25484
25485,0.047335997,POSITIVE,25485
25486,-0.064619108,NEGATIVE,25486
25487,-0.027222222,NEGATIVE,25487
25488,-0.003571429,NEGATIVE,25488
25489,-0.097878788,NEGATIVE,25489
25490,0.076715686,POSITIVE,25490
25491,0.110881543,POSITIVE,25491
25492,-0.025,NEGATIVE,25492
25493,0.098821549,POSITIVE,25493
25494,0.059264069,POSITIVE,25494
25495,0.111969697,POSITIVE,25495
25496,0.09030303,POSITIVE,25496
25497,-0.05,NEGATIVE,25497
25498,0.141794569,POSITIVE,25498
25499,0.155208333,POSITIVE,25499
25500,0,NEUTRAL,25500
25501,0.197997835,POSITIVE,25501
25502,0.125,POSITIVE,25502
25503,-0.060348485,NEGATIVE,25503
25504,0.0375,POSITIVE,25504
25505,0.27,POSITIVE,25505
25506,0.01,POSITIVE,25506
25507,0.127420635,POSITIVE,25507
25508,0.058641457,POSITIVE,25508
25509,0.134688013,POSITIVE,25509
25510,-0.001904762,NEGATIVE,25510
25511,0.133333333,POSITIVE,25511
25512,0.093333333,POSITIVE,25512
25513,0.09125,POSITIVE,25513
25514,0.21537415,POSITIVE,25514
25515,-0.035714286,NEGATIVE,25515
25516,0.002777778,POSITIVE,25516
25517,0.028571429,POSITIVE,25517
25518,0.110912698,POSITIVE,25518
25519,0.048928571,POSITIVE,25519
25520,0.038384494,POSITIVE,25520
25521,0.098484848,POSITIVE,25521
25522,0.063095238,POSITIVE,25522
25523,0.045454545,POSITIVE,25523
25524,0.048075758,POSITIVE,25524
25525,0.136111111,POSITIVE,25525
25526,0.025,POSITIVE,25526
25527,0,NEUTRAL,25527
25528,0.108333333,POSITIVE,25528
25529,-0.028155178,NEGATIVE,25529
25530,0.097222222,POSITIVE,25530
25531,0.143111111,POSITIVE,25531
25532,0.079166667,POSITIVE,25532
25533,0.187244898,POSITIVE,25533
25534,0.147142857,POSITIVE,25534
25535,-0.010416667,NEGATIVE,25535
25536,-0.017889118,NEGATIVE,25536
25537,0.113589744,POSITIVE,25537
25538,0.092916667,POSITIVE,25538
25539,0.192857143,POSITIVE,25539
25540,-0.025703463,NEGATIVE,25540
25541,-0.10625,NEGATIVE,25541
25542,0.14,POSITIVE,25542
25543,0.1,POSITIVE,25543
25544,0.097927807,POSITIVE,25544
25545,0.181428571,POSITIVE,25545
25546,-0.026041667,NEGATIVE,25546
25547,0.145833333,POSITIVE,25547
25548,0.099759307,POSITIVE,25548
25549,0.04,POSITIVE,25549
25550,0.165082371,POSITIVE,25550
25551,0.153869048,POSITIVE,25551
25552,0.1125,POSITIVE,25552
25553,0,NEUTRAL,25553
25554,0.216666667,POSITIVE,25554
25555,-0.176666667,NEGATIVE,25555
25556,0.125793651,POSITIVE,25556
25557,0.05947396,POSITIVE,25557
25558,0.113095238,POSITIVE,25558
25559,0.078181818,POSITIVE,25559
25560,0.046666667,POSITIVE,25560
25561,0.08877551,POSITIVE,25561
25562,0.11,POSITIVE,25562
25563,-0.133333333,NEGATIVE,25563
25564,-0.1875,NEGATIVE,25564
25565,0.085888889,POSITIVE,25565
25566,0.016931217,POSITIVE,25566
25567,3.97E-18,POSITIVE,25567
25568,0.195,POSITIVE,25568
25569,0.071428571,POSITIVE,25569
25570,0.137698413,POSITIVE,25570
25571,-0.047619048,NEGATIVE,25571
25572,0.10462963,POSITIVE,25572
25573,0.106666667,POSITIVE,25573
25574,-0.044642857,NEGATIVE,25574
25575,-0.038148148,NEGATIVE,25575
25576,0.081998557,POSITIVE,25576
25577,0.061558442,POSITIVE,25577
25578,0.078571429,POSITIVE,25578
25579,0.147321429,POSITIVE,25579
25580,-0.038095238,NEGATIVE,25580
25581,0.192929293,POSITIVE,25581
25582,0.028715729,POSITIVE,25582
25583,0.055884354,POSITIVE,25583
25584,0.061666667,POSITIVE,25584
25585,0.148333333,POSITIVE,25585
25586,0.178571429,POSITIVE,25586
25587,-0.025384615,NEGATIVE,25587
25588,0.166666667,POSITIVE,25588
25589,0.114393939,POSITIVE,25589
25590,0.107142857,POSITIVE,25590
25591,0.104799107,POSITIVE,25591
25592,0.044166667,POSITIVE,25592
25593,0.121619048,POSITIVE,25593
25594,0.034199134,POSITIVE,25594
25595,0.083333333,POSITIVE,25595
25596,0.075,POSITIVE,25596
25597,0.128543084,POSITIVE,25597
25598,0.089814815,POSITIVE,25598
25599,0,NEUTRAL,25599
25600,0.1,POSITIVE,25600
25601,0.044285714,POSITIVE,25601
25602,0.31875,POSITIVE,25602
25603,-0.024285714,NEGATIVE,25603
25604,0.12901374,POSITIVE,25604
25605,-0.06,NEGATIVE,25605
25606,0.078438228,POSITIVE,25606
25607,0.163272727,POSITIVE,25607
25608,0.05,POSITIVE,25608
25609,-0.006481481,NEGATIVE,25609
25610,0,NEUTRAL,25610
25611,0.066287879,POSITIVE,25611
25612,0.379166667,POSITIVE,25612
25613,0.127056277,POSITIVE,25613
25614,0.136309524,POSITIVE,25614
25615,0.026041667,POSITIVE,25615
25616,0.129460317,POSITIVE,25616
25617,0.2,POSITIVE,25617
25618,0,NEUTRAL,25618
25619,0.075757576,POSITIVE,25619
25620,0.136363636,POSITIVE,25620
25621,0.066541353,POSITIVE,25621
25622,0.100679206,POSITIVE,25622
25623,0.095833333,POSITIVE,25623
25624,-0.085,NEGATIVE,25624
25625,0.29,POSITIVE,25625
25626,0.120223214,POSITIVE,25626
25627,0,NEUTRAL,25627
25628,0.116666667,POSITIVE,25628
25629,0.176190476,POSITIVE,25629
25630,0.138095238,POSITIVE,25630
25631,0,NEUTRAL,25631
25632,0.068406593,POSITIVE,25632
25633,0.19047619,POSITIVE,25633
25634,0.11781746,POSITIVE,25634
25635,-0.08125,NEGATIVE,25635
25636,0.09375,POSITIVE,25636
25637,0.031944444,POSITIVE,25637
25638,0.055183983,POSITIVE,25638
25639,-0.003043831,NEGATIVE,25639
25640,0.055194805,POSITIVE,25640
25641,0,NEUTRAL,25641
25642,0.164814815,POSITIVE,25642
25643,-0.009863946,NEGATIVE,25643
25644,0,NEUTRAL,25644
25645,0.042176871,POSITIVE,25645
25646,0.01712963,POSITIVE,25646
25647,0.033214286,POSITIVE,25647
25648,0.085,POSITIVE,25648
25649,0.046641531,POSITIVE,25649
25650,-0.078571429,NEGATIVE,25650
25651,-0.040410053,NEGATIVE,25651
25652,0.118517316,POSITIVE,25652
25653,0.066666667,POSITIVE,25653
25654,-0.014285714,NEGATIVE,25654
25655,0.031060606,POSITIVE,25655
25656,0.045909091,POSITIVE,25656
25657,-0.080747956,NEGATIVE,25657
25658,0,NEUTRAL,25658
25659,0.225137741,POSITIVE,25659
25660,-0.035714286,NEGATIVE,25660
25661,0.026587302,POSITIVE,25661
25662,0.137011785,POSITIVE,25662
25663,0.416071429,POSITIVE,25663
25664,-0.038541667,NEGATIVE,25664
25665,-0.020482203,NEGATIVE,25665
25666,0.106867168,POSITIVE,25666
25667,0.08514881,POSITIVE,25667
25668,0.004081633,POSITIVE,25668
25669,0.160185185,POSITIVE,25669
25670,0.102181152,POSITIVE,25670
25671,0.056022727,POSITIVE,25671
25672,0.342857143,POSITIVE,25672
25673,0.011941964,POSITIVE,25673
25674,-0.063194444,NEGATIVE,25674
25675,0.082475048,POSITIVE,25675
25676,0.063095238,POSITIVE,25676
25677,-0.032407407,NEGATIVE,25677
25678,0.000757576,POSITIVE,25678
25679,0.062202381,POSITIVE,25679
25680,0.013209707,POSITIVE,25680
25681,0.071284271,POSITIVE,25681
25682,-0.077,NEGATIVE,25682
25683,0.114285714,POSITIVE,25683
25684,0.104166667,POSITIVE,25684
25685,0.151332001,POSITIVE,25685
25686,-0.093428571,NEGATIVE,25686
25687,0.296428571,POSITIVE,25687
25688,0.166666667,POSITIVE,25688
25689,0.118055556,POSITIVE,25689
25690,0.08,POSITIVE,25690
25691,0.084861111,POSITIVE,25691
25692,-0.025,NEGATIVE,25692
25693,0.05952381,POSITIVE,25693
25694,0.191818182,POSITIVE,25694
25695,0.070766488,POSITIVE,25695
25696,0.066666667,POSITIVE,25696
25697,0.15,POSITIVE,25697
25698,-0.003571429,NEGATIVE,25698
25699,-0.125,NEGATIVE,25699
25700,0.15,POSITIVE,25700
25701,-0.022916667,NEGATIVE,25701
25702,0.125,POSITIVE,25702
25703,0.116326531,POSITIVE,25703
25704,0.005729167,POSITIVE,25704
25705,0.0025,POSITIVE,25705
25706,0.227,POSITIVE,25706
25707,0.072945363,POSITIVE,25707
25708,0.025,POSITIVE,25708
25709,0.068181818,POSITIVE,25709
25710,-0.075,NEGATIVE,25710
25711,-0.051020408,NEGATIVE,25711
25712,-0.037037037,NEGATIVE,25712
25713,0.064285714,POSITIVE,25713
25714,0.125,POSITIVE,25714
25715,0.017708333,POSITIVE,25715
25716,0.033333333,POSITIVE,25716
25717,0.064177489,POSITIVE,25717
25718,0.045192308,POSITIVE,25718
25719,0.040217391,POSITIVE,25719
25720,0.111458333,POSITIVE,25720
25721,0.281385281,POSITIVE,25721
25722,-0.0875,NEGATIVE,25722
25723,0.1375,POSITIVE,25723
25724,0.061904762,POSITIVE,25724
25725,0.104591837,POSITIVE,25725
25726,0.053125,POSITIVE,25726
25727,0.125,POSITIVE,25727
25728,0.007272727,POSITIVE,25728
25729,0.118518519,POSITIVE,25729
25730,-0.0625,NEGATIVE,25730
25731,-0.03,NEGATIVE,25731
25732,0.064285714,POSITIVE,25732
25733,-0.046098485,NEGATIVE,25733
25734,0.102210884,POSITIVE,25734
25735,0.0625,POSITIVE,25735
25736,-0.164285714,NEGATIVE,25736
25737,0.038636364,POSITIVE,25737
25738,0.042142857,POSITIVE,25738
25739,0.074530075,POSITIVE,25739
25740,-0.10952381,NEGATIVE,25740
25741,0.071153846,POSITIVE,25741
25742,0.167517007,POSITIVE,25742
25743,-0.014545455,NEGATIVE,25743
25744,0.183901515,POSITIVE,25744
25745,0.06,POSITIVE,25745
25746,0.103333333,POSITIVE,25746
25747,0.046212121,POSITIVE,25747
25748,0.201785714,POSITIVE,25748
25749,0.009375,POSITIVE,25749
25750,0.081919192,POSITIVE,25750
25751,0.084149941,POSITIVE,25751
25752,0.006089744,POSITIVE,25752
25753,-0.017142857,NEGATIVE,25753
25754,0.103305785,POSITIVE,25754
25755,0.10982906,POSITIVE,25755
25756,0.094642857,POSITIVE,25756
25757,0.077513228,POSITIVE,25757
25758,0.109770115,POSITIVE,25758
25759,0.114285714,POSITIVE,25759
25760,0.033333333,POSITIVE,25760
25761,0.016666667,POSITIVE,25761
25762,-0.05,NEGATIVE,25762
25763,-0.145138889,NEGATIVE,25763
25764,-0.04273183,NEGATIVE,25764
25765,0.043055556,POSITIVE,25765
25766,-0.083333333,NEGATIVE,25766
25767,0,NEUTRAL,25767
25768,0.2,POSITIVE,25768
25769,0.122969697,POSITIVE,25769
25770,0.251623377,POSITIVE,25770
25771,0.113541667,POSITIVE,25771
25772,0.130612245,POSITIVE,25772
25773,0.188095238,POSITIVE,25773
25774,-0.033333333,NEGATIVE,25774
25775,0.45,POSITIVE,25775
25776,0,NEUTRAL,25776
25777,0.001388889,POSITIVE,25777
25778,0.026190476,POSITIVE,25778
25779,0.070390551,POSITIVE,25779
25780,0.1875,POSITIVE,25780
25781,0.04780303,POSITIVE,25781
25782,0.044191919,POSITIVE,25782
25783,0.266326531,POSITIVE,25783
25784,0.226787879,POSITIVE,25784
25785,0.357142857,POSITIVE,25785
25786,0.042857143,POSITIVE,25786
25787,0.133333333,POSITIVE,25787
25788,-0.125,NEGATIVE,25788
25789,-0.081292517,NEGATIVE,25789
25790,-0.085606061,NEGATIVE,25790
25791,0.068087121,POSITIVE,25791
25792,0.174115646,POSITIVE,25792
25793,0.04875,POSITIVE,25793
25794,0.07482684,POSITIVE,25794
25795,0.027777778,POSITIVE,25795
25796,-0.1,NEGATIVE,25796
25797,0.124636364,POSITIVE,25797
25798,0.36,POSITIVE,25798
25799,0.137857143,POSITIVE,25799
25800,-0.017592593,NEGATIVE,25800
25801,0.079761905,POSITIVE,25801
25802,0.09375,POSITIVE,25802
25803,0.186489899,POSITIVE,25803
25804,0.088636364,POSITIVE,25804
25805,0.154545455,POSITIVE,25805
25806,0.057142857,POSITIVE,25806
25807,0.069047619,POSITIVE,25807
25808,0.158666667,POSITIVE,25808
25809,0.05,POSITIVE,25809
25810,0,NEUTRAL,25810
25811,0,NEUTRAL,25811
25812,0.072222222,POSITIVE,25812
25813,0.342857143,POSITIVE,25813
25814,0.053571429,POSITIVE,25814
25815,0.130696576,POSITIVE,25815
25816,-0.040246212,NEGATIVE,25816
25817,0.027777778,POSITIVE,25817
25818,0.033766234,POSITIVE,25818
25819,0.3,POSITIVE,25819
25820,-0.048654917,NEGATIVE,25820
25821,0.198002755,POSITIVE,25821
25822,0.14202178,POSITIVE,25822
25823,0.117698413,POSITIVE,25823
25824,0,NEUTRAL,25824
25825,0.081006494,POSITIVE,25825
25826,-0.24375,NEGATIVE,25826
25827,0.126666667,POSITIVE,25827
25828,0.08968254,POSITIVE,25828
25829,-0.046666667,NEGATIVE,25829
25830,-0.009097222,NEGATIVE,25830
25831,0.056802721,POSITIVE,25831
25832,-0.333333333,NEGATIVE,25832
25833,0.004545455,POSITIVE,25833
25834,-0.0625,NEGATIVE,25834
25835,-0.046560847,NEGATIVE,25835
25836,-0.062745098,NEGATIVE,25836
25837,0.054285714,POSITIVE,25837
25838,-0.016145833,NEGATIVE,25838
25839,0.166402116,POSITIVE,25839
25840,0.094285714,POSITIVE,25840
25841,0.073263889,POSITIVE,25841
25842,0.199319728,POSITIVE,25842
25843,0.171487603,POSITIVE,25843
25844,-0.183333333,NEGATIVE,25844
25845,0.1,POSITIVE,25845
25846,0.030555556,POSITIVE,25846
25847,0.091666667,POSITIVE,25847
25848,0.06,POSITIVE,25848
25849,-0.017333333,NEGATIVE,25849
25850,-0.5,NEGATIVE,25850
25851,0.1875,POSITIVE,25851
25852,0.111904762,POSITIVE,25852
25853,0.0625,POSITIVE,25853
25854,0.156944444,POSITIVE,25854
25855,0.180438312,POSITIVE,25855
25856,0.11959707,POSITIVE,25856
25857,0.061656746,POSITIVE,25857
25858,0,NEUTRAL,25858
25859,-0.038839286,NEGATIVE,25859
25860,-0.0625,NEGATIVE,25860
25861,-0.045238095,NEGATIVE,25861
25862,0.145357143,POSITIVE,25862
25863,0.075064935,POSITIVE,25863
25864,-0.024242424,NEGATIVE,25864
25865,-0.055769231,NEGATIVE,25865
25866,0.189115646,POSITIVE,25866
25867,0.052040816,POSITIVE,25867
25868,0.06025641,POSITIVE,25868
25869,0.124489796,POSITIVE,25869
25870,0.028787879,POSITIVE,25870
25871,-0.088,NEGATIVE,25871
25872,0.035840336,POSITIVE,25872
25873,0.09500962,POSITIVE,25873
25874,0.170454545,POSITIVE,25874
25875,-0.06,NEGATIVE,25875
25876,-0.016329966,NEGATIVE,25876
25877,0.110406699,POSITIVE,25877
25878,0.117346939,POSITIVE,25878
25879,0.241666667,POSITIVE,25879
25880,0.170454545,POSITIVE,25880
25881,0.091880952,POSITIVE,25881
25882,0.10968254,POSITIVE,25882
25883,0.101010101,POSITIVE,25883
25884,0.060714286,POSITIVE,25884
25885,-0.048484848,NEGATIVE,25885
25886,-0.091071429,NEGATIVE,25886
25887,-0.075,NEGATIVE,25887
25888,0.168147321,POSITIVE,25888
25889,0,NEUTRAL,25889
25890,0.106385281,POSITIVE,25890
25891,0.038888889,POSITIVE,25891
25892,-0.025,NEGATIVE,25892
25893,0.14125,POSITIVE,25893
25894,0.143571429,POSITIVE,25894
25895,0.16,POSITIVE,25895
25896,0.013548753,POSITIVE,25896
25897,0,NEUTRAL,25897
25898,0.144252044,POSITIVE,25898
25899,0.055555556,POSITIVE,25899
25900,0.022916667,POSITIVE,25900
25901,0.057142857,POSITIVE,25901
25902,-0.100694444,NEGATIVE,25902
25903,0.07173913,POSITIVE,25903
25904,-0.00294771,NEGATIVE,25904
25905,0.1,POSITIVE,25905
25906,0.056666667,POSITIVE,25906
25907,0.281273292,POSITIVE,25907
25908,0.242982456,POSITIVE,25908
25909,0.105,POSITIVE,25909
25910,-0.1,NEGATIVE,25910
25911,-0.020833333,NEGATIVE,25911
25912,0.083333333,POSITIVE,25912
25913,-0.001041667,NEGATIVE,25913
25914,0.282902494,POSITIVE,25914
25915,-0.033333333,NEGATIVE,25915
25916,0.058932179,POSITIVE,25916
25917,0.1,POSITIVE,25917
25918,-0.124107143,NEGATIVE,25918
25919,0.183333333,POSITIVE,25919
25920,0.116857143,POSITIVE,25920
25921,0.045454545,POSITIVE,25921
25922,0.131340718,POSITIVE,25922
25923,0.142525253,POSITIVE,25923
25924,-0.0025,NEGATIVE,25924
25925,-0.008134921,NEGATIVE,25925
25926,0.057142857,POSITIVE,25926
25927,0.164484127,POSITIVE,25927
25928,-0.066666667,NEGATIVE,25928
25929,0.033888889,POSITIVE,25929
25930,0.026430976,POSITIVE,25930
25931,-0.050879121,NEGATIVE,25931
25932,0.12,POSITIVE,25932
25933,0.033333333,POSITIVE,25933
25934,0.072156863,POSITIVE,25934
25935,0.03125,POSITIVE,25935
25936,0.095,POSITIVE,25936
25937,0.068295739,POSITIVE,25937
25938,-0.2,NEGATIVE,25938
25939,0.058838384,POSITIVE,25939
25940,0.202857143,POSITIVE,25940
25941,-0.033333333,NEGATIVE,25941
25942,0.111,POSITIVE,25942
25943,0.212121212,POSITIVE,25943
25944,0.123214286,POSITIVE,25944
25945,0.016666667,POSITIVE,25945
25946,0.141666667,POSITIVE,25946
25947,0.127083333,POSITIVE,25947
25948,0.088589744,POSITIVE,25948
25949,0.09,POSITIVE,25949
25950,0.052380952,POSITIVE,25950
25951,0.1625,POSITIVE,25951
25952,0.020707071,POSITIVE,25952
25953,0.111147186,POSITIVE,25953
25954,0.051780561,POSITIVE,25954
25955,0.038842975,POSITIVE,25955
25956,0.136507937,POSITIVE,25956
25957,0.101785714,POSITIVE,25957
25958,-0.016184211,NEGATIVE,25958
25959,0.033333333,POSITIVE,25959
25960,0.150641026,POSITIVE,25960
25961,0.105361305,POSITIVE,25961
25962,0.0125,POSITIVE,25962
25963,0.023958333,POSITIVE,25963
25964,0.078571429,POSITIVE,25964
25965,0.09353355,POSITIVE,25965
25966,-0.078125,NEGATIVE,25966
25967,-0.026373626,NEGATIVE,25967
25968,0.139615385,POSITIVE,25968
25969,-0.037755102,NEGATIVE,25969
25970,0.181818182,POSITIVE,25970
25971,0.275,POSITIVE,25971
25972,0.214285714,POSITIVE,25972
25973,0.155,POSITIVE,25973
25974,0.122727273,POSITIVE,25974
25975,-0.212121212,NEGATIVE,25975
25976,0.011111111,POSITIVE,25976
25977,0.051111111,POSITIVE,25977
25978,0.025,POSITIVE,25978
25979,0.059090909,POSITIVE,25979
25980,0.258333333,POSITIVE,25980
25981,0.090297619,POSITIVE,25981
25982,0.039115646,POSITIVE,25982
25983,0,NEUTRAL,25983
25984,0.016239316,POSITIVE,25984
25985,0.107765152,POSITIVE,25985
25986,0.175,POSITIVE,25986
25987,0.059126984,POSITIVE,25987
25988,0.132063492,POSITIVE,25988
25989,0.015702479,POSITIVE,25989
25990,0.076883117,POSITIVE,25990
25991,-0.067207792,NEGATIVE,25991
25992,0.15,POSITIVE,25992
25993,0.110289116,POSITIVE,25993
25994,0.014534231,POSITIVE,25994
25995,0.025108225,POSITIVE,25995
25996,0.1625,POSITIVE,25996
25997,0.168181818,POSITIVE,25997
25998,0.002314815,POSITIVE,25998
25999,0.029734848,POSITIVE,25999
26000,0.04787415,POSITIVE,26000
26001,0.014701705,POSITIVE,26001
26002,0.043590669,POSITIVE,26002
26003,0.097619048,POSITIVE,26003
26004,0.069444444,POSITIVE,26004
26005,0.238888889,POSITIVE,26005
26006,0.228174603,POSITIVE,26006
26007,0.158333333,POSITIVE,26007
26008,0.075,POSITIVE,26008
26009,-0.026363636,NEGATIVE,26009
26010,0.1,POSITIVE,26010
26011,0.15,POSITIVE,26011
26012,0.107766743,POSITIVE,26012
26013,0.11007326,POSITIVE,26013
26014,0.087678571,POSITIVE,26014
26015,0.1,POSITIVE,26015
26016,0.00625,POSITIVE,26016
26017,0,NEUTRAL,26017
26018,0.079635931,POSITIVE,26018
26019,0.113005051,POSITIVE,26019
26020,0.093650794,POSITIVE,26020
26021,0,NEUTRAL,26021
26022,-0.027232143,NEGATIVE,26022
26023,0.248611111,POSITIVE,26023
26024,0.171428571,POSITIVE,26024
26025,0.115617716,POSITIVE,26025
26026,0.101428571,POSITIVE,26026
26027,0.092600108,POSITIVE,26027
26028,0.220159386,POSITIVE,26028
26029,0,NEUTRAL,26029
26030,0.369047619,POSITIVE,26030
26031,0.276599327,POSITIVE,26031
26032,0.10297619,POSITIVE,26032
26033,0.051354167,POSITIVE,26033
26034,0.124603175,POSITIVE,26034
26035,0.035795455,POSITIVE,26035
26036,0.067003367,POSITIVE,26036
26037,-0.044444444,NEGATIVE,26037
26038,0.163636364,POSITIVE,26038
26039,0.056856261,POSITIVE,26039
26040,0.018928571,POSITIVE,26040
26041,-0.038333333,NEGATIVE,26041
26042,-0.135459184,NEGATIVE,26042
26043,0.163888889,POSITIVE,26043
26044,0.282941176,POSITIVE,26044
26045,0.092923669,POSITIVE,26045
26046,-0.145227273,NEGATIVE,26046
26047,0.089824263,POSITIVE,26047
26048,0.060189394,POSITIVE,26048
26049,0.05,POSITIVE,26049
26050,0.019866071,POSITIVE,26050
26051,0.153747475,POSITIVE,26051
26052,0.087857143,POSITIVE,26052
26053,-0.066666667,NEGATIVE,26053
26054,-0.020779221,NEGATIVE,26054
26055,0.018823529,POSITIVE,26055
26056,0.113333333,POSITIVE,26056
26057,0.078598485,POSITIVE,26057
26058,0.255555556,POSITIVE,26058
26059,0.023302469,POSITIVE,26059
26060,0.129375,POSITIVE,26060
26061,0.184821429,POSITIVE,26061
26062,0.055555556,POSITIVE,26062
26063,0.3,POSITIVE,26063
26064,0.073666667,POSITIVE,26064
26065,0.1035,POSITIVE,26065
26066,0.25,POSITIVE,26066
26067,0.125,POSITIVE,26067
26068,0.175,POSITIVE,26068
26069,0.054761905,POSITIVE,26069
26070,0.045833333,POSITIVE,26070
26071,-0.008503401,NEGATIVE,26071
26072,0.04654902,POSITIVE,26072
26073,0,NEUTRAL,26073
26074,0.255952381,POSITIVE,26074
26075,0.100714286,POSITIVE,26075
26076,0.193506494,POSITIVE,26076
26077,0.168258503,POSITIVE,26077
26078,0.042996032,POSITIVE,26078
26079,0.07014652,POSITIVE,26079
26080,0.118181818,POSITIVE,26080
26081,0.042523057,POSITIVE,26081
26082,0.075,POSITIVE,26082
26083,-0.066666667,NEGATIVE,26083
26084,0.0975,POSITIVE,26084
26085,0.071428571,POSITIVE,26085
26086,-0.05,NEGATIVE,26086
26087,0.307251082,POSITIVE,26087
26088,0.276033058,POSITIVE,26088
26089,0.006818182,POSITIVE,26089
26090,0.167592593,POSITIVE,26090
26091,0.024404762,POSITIVE,26091
26092,0.233333333,POSITIVE,26092
26093,-0.00625,NEGATIVE,26093
26094,0.064241071,POSITIVE,26094
26095,0.050757576,POSITIVE,26095
26096,0.178030303,POSITIVE,26096
26097,0.025,POSITIVE,26097
26098,0.180454545,POSITIVE,26098
26099,0.071904762,POSITIVE,26099
26100,0.048337411,POSITIVE,26100
26101,0.307142857,POSITIVE,26101
26102,-0.044474206,NEGATIVE,26102
26103,0.340136054,POSITIVE,26103
26104,0.06,POSITIVE,26104
26105,0.03968254,POSITIVE,26105
26106,0.046365915,POSITIVE,26106
26107,0.07585034,POSITIVE,26107
26108,0.15625,POSITIVE,26108
26109,0.148376623,POSITIVE,26109
26110,0.2565,POSITIVE,26110
26111,0.064376114,POSITIVE,26111
26112,-0.0625,NEGATIVE,26112
26113,0.00755303,POSITIVE,26113
26114,0.031060606,POSITIVE,26114
26115,-0.15,NEGATIVE,26115
26116,0.201666667,POSITIVE,26116
26117,0.05,POSITIVE,26117
26118,0,NEUTRAL,26118
26119,0.172139765,POSITIVE,26119
26120,-0.018181818,NEGATIVE,26120
26121,0.041440378,POSITIVE,26121
26122,-0.034090909,NEGATIVE,26122
26123,0.064439776,POSITIVE,26123
26124,0,NEUTRAL,26124
26125,-0.088888889,NEGATIVE,26125
26126,0.066942149,POSITIVE,26126
26127,0.05787037,POSITIVE,26127
26128,-0.041111111,NEGATIVE,26128
26129,0.099074074,POSITIVE,26129
26130,0.201388889,POSITIVE,26130
26131,-0.067857143,NEGATIVE,26131
26132,0.27375,POSITIVE,26132
26133,0.246590909,POSITIVE,26133
26134,-0.020578231,NEGATIVE,26134
26135,0.150330688,POSITIVE,26135
26136,0.0425,POSITIVE,26136
26137,-0.020833333,NEGATIVE,26137
26138,0.0275,POSITIVE,26138
26139,0,NEUTRAL,26139
26140,0.3375,POSITIVE,26140
26141,0.059090909,POSITIVE,26141
26142,0.167424242,POSITIVE,26142
26143,0.029761905,POSITIVE,26143
26144,0.10372859,POSITIVE,26144
